run_id,run_name,lr,batch_size,dropout_prob,weight_decay,optimizer_name,num_hidden_layers,hidden_layer_width,Complexity,Epoch,Generalization Gap,KL Loss on Train Data (kl mean)
uz6e7zc0,opadam_hw1024_nl3_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,adam,3,1024,77.0,122085.0,0.2512499690055847,0.009996728040277958
fuclscdx,opadam_hw1024_nl3_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,adam,3,1024,71.0,235206.0,0.2515000104904175,0.009999129921197891
8t1gwlzn,opadam_hw1024_nl3_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,adam,3,1024,72.0,419644.0,0.27775001525878906,0.011270356364548206
z9uezgrh,oprmsprop_hw1024_nl2_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,rmsprop,2,1024,85.0,123134.0,0.2979999780654907,0.00999963004142046
e5mfw7s2,oprmsprop_hw1024_nl2_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,rmsprop,2,1024,81.0,18174.0,0.3059999942779541,0.009998269379138948
x2p2awpd,oprmsprop_hw1024_nl2_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,rmsprop,2,1024,80.0,419886.0,0.29600000381469727,0.010546614415943624
6knuk9e4,opsgd_hw1024_nl2_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,sgd,2,1024,88.0,417074.0,0.32200002670288086,0.011595122516155245
grq3b47t,opsgd_hw1024_nl2_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,sgd,2,1024,88.0,421765.0,0.3230000138282776,0.011316982097923756
hib23uw0,opsgd_hw1024_nl2_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,sgd,2,1024,87.0,122645.0,0.3240000009536743,0.009998016990721226
tvbli4tu,opadam_hw1024_nl2_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,adam,2,1024,82.0,421869.0,0.2990000247955322,0.011754237115383148
8pl46qya,opadam_hw1024_nl2_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,adam,2,1024,81.0,224126.0,0.3047500252723694,0.00999924261122942
9ve8e984,opadam_hw1024_nl2_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,adam,2,1024,78.0,419748.0,0.31174999475479126,0.01018173899501562
1kipmu9w,oprmsprop_hw1024_nl4_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,rmsprop,4,1024,68.0,429079.0,0.23374998569488523,0.010929013602435589
rzxfrhsn,oprmsprop_hw1024_nl4_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,rmsprop,4,1024,70.0,424229.0,0.25925004482269287,0.01093933079391718
kzvrjhft,oprmsprop_hw1024_nl4_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,rmsprop,4,1024,68.0,426366.0,0.2267499566078186,0.013933347538113594
lov484yv,opsgd_hw1024_nl4_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,sgd,4,1024,83.0,18939.0,0.3140000104904175,0.009999873116612434
jmmb7on5,opsgd_hw1024_nl4_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,sgd,4,1024,80.0,428612.0,0.31599998474121094,0.010305166244506836
y8n75mhi,opadam_hw1024_nl4_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,adam,4,1024,76.0,422742.0,0.2592499852180481,0.01236883457750082
dctmqrju,opsgd_hw1024_nl4_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,sgd,4,1024,80.0,428262.0,0.3149999976158142,0.010542039759457111
csrofr37,opadam_hw1024_nl4_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,adam,4,1024,68.0,427127.0,0.23325002193450928,0.0116380350664258
htnmqp1e,opadam_hw1024_nl4_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,adam,4,1024,65.0,322527.0,0.2537499666213989,0.009998788125813007
etuvrsp6,oprmsprop_hw1024_nl3_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,rmsprop,3,1024,70.0,435409.0,0.250249981880188,0.01104645524173975
dcouku16,oprmsprop_hw1024_nl3_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,rmsprop,3,1024,64.0,428188.0,0.27149999141693115,0.010466012172400951
jgeqwits,oprmsprop_hw1024_nl3_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,rmsprop,3,1024,63.0,230342.0,0.25575000047683716,0.009995951317250729
hluztcux,opsgd_hw1024_nl3_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,sgd,3,1024,83.0,227888.0,0.30900001525878906,0.009999060072004797
c5r53psh,opsgd_hw1024_nl3_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,sgd,3,1024,83.0,321590.0,0.30699998140335083,0.009999985806643965
hhqvo4i0,opsgd_hw1024_nl3_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,sgd,3,1024,85.0,115926.0,0.3019999861717224,0.009999559260904787
9siem03o,opadam_hw1024_nl3_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,adam,3,1024,67.0,231779.0,0.278749942779541,0.009998654946684836
qj0sa1ru,opadam_hw1024_nl3_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,adam,3,1024,64.0,435289.0,0.265749990940094,0.0132346972823143
iuafwpbj,opadam_hw1024_nl3_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,adam,3,1024,66.0,426195.0,0.25725001096725464,0.011155257932841778
ae1oac9z,oprmsprop_hw1024_nl2_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,rmsprop,2,1024,71.0,320989.0,0.2789999842643738,0.009998307563364506
9566q1kd,oprmsprop_hw1024_nl2_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,rmsprop,2,1024,61.0,320251.0,0.30900001525878906,0.009999299421906471
pft29f18,oprmsprop_hw1024_nl2_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,rmsprop,2,1024,73.0,17925.0,0.2847500443458557,0.009998074732720852
ja7uv2mr,opsgd_hw1024_nl2_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,sgd,2,1024,89.0,17986.0,0.32099997997283936,0.009998620487749577
jug9mvg4,opsgd_hw1024_nl2_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,sgd,2,1024,89.0,16157.0,0.32200002670288086,0.009999798610806463
50u3b0ta,opsgd_hw1024_nl2_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,sgd,2,1024,89.0,115173.0,0.3190000057220459,0.00999972689896822
pre7ylst,opadam_hw1024_nl2_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,adam,2,1024,71.0,23868.0,0.27924996614456177,0.009998994879424572
e12qkpbp,opadam_hw1024_nl2_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,adam,2,1024,66.0,426924.0,0.27924996614456177,0.011137789115309715
7aauhizk,opadam_hw1024_nl2_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,adam,2,1024,63.0,127246.0,0.2879999876022339,0.009993834421038628
cee02dfo,oprmsprop_hw512_nl4_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,rmsprop,4,512,78.0,422374.0,0.2837499976158142,0.01071219053119421
g3699cx7,oprmsprop_hw512_nl4_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,rmsprop,4,512,73.0,30586.0,0.2630000114440918,0.009998739697039127
o4ht3v1r,opsgd_hw512_nl4_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,sgd,4,512,80.0,421696.0,0.3059999942779541,0.011245084926486015
ypl05ikm,oprmsprop_hw512_nl4_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,rmsprop,4,512,70.0,437832.0,0.2747499942779541,0.010995684191584589
x1zvxxo1,opsgd_hw512_nl4_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,sgd,4,512,79.0,240595.0,0.30900001525878906,0.009999564848840237
8dw1jgfn,opsgd_hw512_nl4_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,sgd,4,512,79.0,134815.0,0.31199997663497925,0.00999918021261692
ft0c1e2n,opadam_hw512_nl4_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,adam,4,512,73.0,222852.0,0.2789999842643738,0.009998957626521587
n6e1lla3,opadam_hw512_nl4_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,adam,4,512,73.0,20849.0,0.2827500104904175,0.009996441192924976
coj75e09,opadam_hw512_nl4_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,adam,4,512,71.0,426543.0,0.28200000524520874,0.009998973459005356
2zlm1m82,oprmsprop_hw512_nl3_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,rmsprop,3,512,77.0,224378.0,0.296999990940094,0.009998389519751072
bap6ste0,oprmsprop_hw512_nl3_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,rmsprop,3,512,74.0,424194.0,0.2770000100135803,0.01165536232292652
eqosmw4h,oprmsprop_hw512_nl3_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,rmsprop,3,512,75.0,223075.0,0.284000039100647,0.009999479167163372
nfztmas0,opsgd_hw512_nl3_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,sgd,3,512,85.0,427560.0,0.3100000023841858,0.00999973714351654
avi7vwx0,opsgd_hw512_nl3_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,sgd,3,512,83.0,320104.0,0.3109999895095825,0.00999902468174696
a6ag3iem,opsgd_hw512_nl3_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,sgd,3,512,84.0,423507.0,0.3100000023841858,0.010416571982204914
gstzdbyw,opadam_hw512_nl3_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,adam,3,512,80.0,417932.0,0.2749999761581421,0.01107796374708414
7s4e0tgo,opadam_hw512_nl3_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,adam,3,512,80.0,419640.0,0.281000018119812,0.012268371880054474
f3ukbr1a,opadam_hw512_nl3_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,adam,3,512,81.0,19706.0,0.2940000295639038,0.009999839588999748
xlg7sagh,oprmsprop_hw512_nl2_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,rmsprop,2,512,84.0,420247.0,0.30299997329711914,0.01021876372396946
76ktwjp5,oprmsprop_hw512_nl2_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,rmsprop,2,512,81.0,323669.0,0.3140000104904175,0.009998973459005356
lg9w1ah7,oprmsprop_hw512_nl2_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,rmsprop,2,512,81.0,24808.0,0.30800002813339233,0.009999709203839302
u26ex1yu,opsgd_hw512_nl2_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,sgd,2,512,87.0,325052.0,0.30400002002716064,0.009999002330005167
1zvrf58z,opsgd_hw512_nl2_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,sgd,2,512,86.0,421649.0,0.3100000023841858,0.010657383129000664
mcpilna6,opsgd_hw512_nl2_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,sgd,2,512,86.0,421291.0,0.30699998140335083,0.011057603172957895
d4js9zgn,opadam_hw512_nl2_lr0.0003_bs128_dp0.1_wd0.0001,0.0003,128,0.1,0.0001,adam,2,512,85.0,23142.0,0.2990000247955322,0.00999938789755106
xd7yb908,opadam_hw512_nl2_lr0.0003_bs128_dp0.1_wd1e-05,0.0003,128,0.1,1e-05,adam,2,512,82.0,428488.0,0.30699998140335083,0.011196304112672806
4dfc3zox,opadam_hw512_nl2_lr0.0003_bs128_dp0.1_wd0,0.0003,128,0.1,0.0,adam,2,512,83.0,23299.0,0.31599998474121094,0.009999735280871391
obbk9p9l,oprmsprop_hw512_nl4_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,rmsprop,4,512,73.0,423115.0,0.24774998426437375,0.009996522217988968
prtq1vih,oprmsprop_hw512_nl4_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,rmsprop,4,512,69.0,336810.0,0.2369999885559082,0.009999047964811323
8kcauvbw,oprmsprop_hw512_nl4_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,rmsprop,4,512,69.0,231142.0,0.25300002098083496,0.009999378584325314
6eqgfh16,opsgd_hw512_nl4_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,sgd,4,512,80.0,435975.0,0.30900001525878906,0.010562284849584104
8zsluu6o,opsgd_hw512_nl4_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,sgd,4,512,80.0,427194.0,0.30800002813339233,0.010931088589131832
bccggmgh,opsgd_hw512_nl4_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,sgd,4,512,79.0,133916.0,0.30900001525878906,0.009998703375458716
94hw0jky,opadam_hw512_nl4_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,adam,4,512,73.0,23016.0,0.2644999623298645,0.00999726727604866
0itfs8cu,opadam_hw512_nl4_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,adam,4,512,71.0,23551.0,0.23900002241134644,0.009996525011956692
mju278qi,opadam_hw512_nl4_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,adam,4,512,66.0,418721.0,0.2632499933242798,0.01531671453267336
ekpf1a3z,oprmsprop_hw512_nl3_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,rmsprop,3,512,79.0,217460.0,0.2617500424385071,0.009998517110943794
sll9xs3a,oprmsprop_hw512_nl3_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,rmsprop,3,512,65.0,39356.0,0.2724999785423279,0.009997867047786713
azeidmt2,oprmsprop_hw512_nl3_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,rmsprop,3,512,69.0,222943.0,0.2770000100135803,0.009998507797718048
98vxzq1t,opsgd_hw512_nl3_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,sgd,3,512,83.0,333781.0,0.3109999895095825,0.00999984610825777
4tlfkkvz,opsgd_hw512_nl3_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,sgd,3,512,83.0,322904.0,0.31199997663497925,0.00999931525439024
9vz514fu,opsgd_hw512_nl3_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,sgd,3,512,84.0,421276.0,0.3109999895095825,0.011291981674730778
53mf7brw,opadam_hw512_nl3_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,adam,3,512,76.0,422207.0,0.28125,0.01184625457972288
ug61fnpm,opadam_hw512_nl3_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,adam,3,512,71.0,222003.0,0.2889999747276306,0.009999528527259828
nonqxfvq,opadam_hw512_nl3_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,adam,3,512,74.0,432220.0,0.28175002336502075,0.010655205696821213
kscnk7h6,oprmsprop_hw512_nl2_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,rmsprop,2,512,81.0,320672.0,0.3034999966621399,0.009998152032494543
fg1b177c,oprmsprop_hw512_nl2_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,rmsprop,2,512,72.0,429218.0,0.29600000381469727,0.011782553046941755
4e8ztojv,oprmsprop_hw512_nl2_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,rmsprop,2,512,78.0,425222.0,0.2979999780654907,0.011228314600884914
d6oct2s6,opsgd_hw512_nl2_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,sgd,2,512,86.0,424784.0,0.30400002002716064,0.011444336734712124
20sx8exq,opsgd_hw512_nl2_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,sgd,2,512,87.0,19341.0,0.3050000071525574,0.009999601170420648
unr4z18r,opsgd_hw512_nl2_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,sgd,2,512,85.0,218438.0,0.30299997329711914,0.00999999325722456
ya5ngi6i,opadam_hw512_nl2_lr0.001_bs128_dp0.1_wd0.0001,0.001,128,0.1,0.0001,adam,2,512,83.0,22749.0,0.3009999990463257,0.009999662637710571
42r2e29e,opadam_hw512_nl2_lr0.001_bs128_dp0.1_wd1e-05,0.001,128,0.1,1e-05,adam,2,512,79.0,121650.0,0.31199997663497925,0.009999120607972143
j5owgsrr,opadam_hw512_nl2_lr0.001_bs128_dp0.1_wd0,0.001,128,0.1,0.0,adam,2,512,81.0,221996.0,0.30900001525878906,0.009999221190810204
d7dnhibj,oprmsprop_hw512_nl4_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,rmsprop,4,512,77.0,18264.0,0.2282500267028809,0.009998932480812073
xwask0f3,oprmsprop_hw512_nl4_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,rmsprop,4,512,73.0,23396.0,0.24549996852874756,0.009995459578931332
oivxh1c1,oprmsprop_hw512_nl4_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,rmsprop,4,512,65.0,337909.0,0.27149999141693115,0.009998571127653122
iswgalt6,opsgd_hw512_nl4_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,sgd,4,512,79.0,429137.0,0.3149999976158142,0.009999683126807213
2y5frlc6,opsgd_hw512_nl4_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,sgd,4,512,79.0,429071.0,0.31199997663497925,0.009998945519328116
1vwpfszl,opadam_hw512_nl4_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,adam,4,512,78.0,427355.0,0.24300003051757812,0.011696436442434788
za1xh10d,opsgd_hw512_nl4_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,sgd,4,512,79.0,234962.0,0.3109999895095825,0.009999368339776993
izj6a93e,opadam_hw512_nl4_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,adam,4,512,68.0,420206.0,0.22574996948242188,0.013667791150510313
0vywfxo2,opadam_hw512_nl4_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,adam,4,512,71.0,26741.0,0.2537499666213989,0.009997479617595673
o27kgljw,oprmsprop_hw512_nl3_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,rmsprop,3,512,73.0,22742.0,0.2472500205039978,0.009998473338782787
29osyn9v,oprmsprop_hw512_nl3_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,rmsprop,3,512,62.0,431965.0,0.2434999942779541,0.011664758436381817
2kjnxssx,oprmsprop_hw512_nl3_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,rmsprop,3,512,71.0,433358.0,0.2732499837875366,0.009996247477829456
j5rnflcm,opsgd_hw512_nl3_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,sgd,3,512,83.0,430652.0,0.3100000023841858,0.009997660294175148
qfvna794,opsgd_hw512_nl3_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,sgd,3,512,84.0,427834.0,0.30800002813339233,0.010164203122258186
k5k70w5x,opsgd_hw512_nl3_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,sgd,3,512,84.0,421748.0,0.3100000023841858,0.010784704238176346
t60encwz,opadam_hw512_nl3_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,adam,3,512,69.0,323254.0,0.2567499876022339,0.009999902918934822
3cstuw7x,opadam_hw512_nl3_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,adam,3,512,68.0,429123.0,0.2734999656677246,0.01062224991619587
l0kps65w,opadam_hw512_nl3_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,adam,3,512,63.0,229366.0,0.2774999737739563,0.009996472857892512
oujbhc93,oprmsprop_hw512_nl2_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,rmsprop,2,512,70.0,425819.0,0.2850000262260437,0.01224426832050085
tdst981q,oprmsprop_hw512_nl2_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,rmsprop,2,512,68.0,431539.0,0.28849995136260986,0.012754120863974094
wzfzc80k,opsgd_hw512_nl2_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,sgd,2,512,87.0,19325.0,0.3059999942779541,0.009999566711485386
ofg844q0,oprmsprop_hw512_nl2_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,rmsprop,2,512,74.0,423986.0,0.31275004148483276,0.011982113122940063
mbuj23uw,opsgd_hw512_nl2_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,sgd,2,512,87.0,116843.0,0.3109999895095825,0.009997645393013954
fvaiwlo7,opsgd_hw512_nl2_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,sgd,2,512,86.0,418782.0,0.30699998140335083,0.011371318250894548
u1sp0c0b,opadam_hw512_nl2_lr0.003_bs128_dp0.1_wd1e-05,0.003,128,0.1,1e-05,adam,2,512,68.0,435801.0,0.3034999966621399,0.011833155527710916
2d24vgt2,oprmsprop_hw2048_nl4_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,rmsprop,4,2048,78.0,419674.0,0.26625001430511475,0.013138547539711
1obd4w5y,opadam_hw512_nl2_lr0.003_bs128_dp0.1_wd0.0001,0.003,128,0.1,0.0001,adam,2,512,74.0,424782.0,0.3032500147819519,0.012233754619956017
edp5wl67,opadam_hw512_nl2_lr0.003_bs128_dp0.1_wd0,0.003,128,0.1,0.0,adam,2,512,73.0,320144.0,0.2985000014305115,0.009999433532357216
qqtvkl8o,oprmsprop_hw2048_nl4_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,rmsprop,4,2048,68.0,433953.0,0.26899999380111694,0.010122780688107014
hvu1ox0m,oprmsprop_hw2048_nl4_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,rmsprop,4,2048,72.0,426738.0,0.26099997758865356,0.01295904815196991
ajyjckbu,opsgd_hw2048_nl4_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,sgd,4,2048,92.0,431269.0,0.3790000081062317,0.010515746660530567
40ek6prp,opsgd_hw2048_nl4_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,sgd,4,2048,91.0,325609.0,0.3790000081062317,0.00999993272125721
rfzz7v6k,opsgd_hw2048_nl4_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,sgd,4,2048,90.0,428893.0,0.3790000081062317,0.010650508105754852
1lv5i7mp,opadam_hw2048_nl4_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,adam,4,2048,69.0,123529.0,0.27674996852874756,0.009996406733989716
wersrdxe,opadam_hw2048_nl4_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,adam,4,2048,64.0,423206.0,0.26274996995925903,0.011954301968216896
m5or1dum,opadam_hw2048_nl4_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,adam,4,2048,62.0,440854.0,0.2887499928474426,0.010583045892417433
hpcvnmao,oprmsprop_hw2048_nl3_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,rmsprop,3,2048,89.0,121320.0,0.2770000100135803,0.009999672882258892
ft12z3qp,oprmsprop_hw2048_nl3_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,rmsprop,3,2048,83.0,22124.0,0.2770000100135803,0.00999764259904623
5jv6ur1i,oprmsprop_hw2048_nl3_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,rmsprop,3,2048,85.0,317794.0,0.2667500376701355,0.009999913163483145
bl0d7gyv,opsgd_hw2048_nl3_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,sgd,3,2048,90.0,419682.0,0.3700000047683716,0.010391072370111942
yievj0l7,opsgd_hw2048_nl3_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,sgd,3,2048,88.0,419713.0,0.36799997091293335,0.0106792151927948
ltg1u3zv,opsgd_hw2048_nl3_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,sgd,3,2048,88.0,424486.0,0.3669999837875366,0.010803804732859136
ph2wphlr,opadam_hw2048_nl3_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,adam,3,2048,83.0,227327.0,0.2990000247955322,0.009996119886636734
e0kbm69r,opadam_hw2048_nl3_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,adam,3,2048,81.0,27355.0,0.2919999957084656,0.009999467991292477
623nzj4t,opadam_hw2048_nl3_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,adam,3,2048,82.0,425013.0,0.2900000214576721,0.01075438130646944
e5qux5jg,oprmsprop_hw2048_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,rmsprop,2,2048,92.0,425365.0,0.30400002002716064,0.01097465679049492
fc3c9pig,oprmsprop_hw2048_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,rmsprop,2,2048,86.0,427401.0,0.32099997997283936,0.010216125287115574
ojgqv365,oprmsprop_hw2048_nl2_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,rmsprop,2,2048,89.0,318789.0,0.3240000009536743,0.00999956764280796
geesn2hd,opsgd_hw2048_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,sgd,2,2048,95.0,15866.0,0.3700000047683716,0.009997562505304812
jf50w8f8,opsgd_hw2048_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,sgd,2,2048,94.0,419002.0,0.36900001764297485,0.010560245253145696
wj2g2y4l,opsgd_hw2048_nl2_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,sgd,2,2048,93.0,20338.0,0.3669999837875366,0.009999011643230917
7420wvoa,opadam_hw2048_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,128,0.0,0.0001,adam,2,2048,97.0,20032.0,0.3399999737739563,0.009998458437621592
kmb64hy3,opadam_hw2048_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,128,0.0,1e-05,adam,2,2048,92.0,423248.0,0.3309999704360962,0.011299237608909609
ho7jpq2n,opadam_hw2048_nl2_lr0.0003_bs128_dp0_wd0,0.0003,128,0.0,0.0,adam,2,2048,92.0,417948.0,0.34299999475479126,0.010904587805271149
