run_id,run_name,lr,batch_size,dropout_prob,weight_decay,optimizer_name,num_hidden_layers,hidden_layer_width,Complexity,Epoch,Generalization Gap,KL Loss on Train Data (kl mean)
6ce2x37t,opadam_hw512_nl4_lr0.003_bs64_dp0.1_wd1e-05,0.003,64,0.1,1e-05,adam,4,512,71.0,317843.0,0.25950002670288086,0.009996258653700352
vofwutfe,opadam_hw512_nl4_lr0.003_bs64_dp0.1_wd0,0.003,64,0.1,0.0,adam,4,512,62.0,422783.0,0.234499990940094,0.012128511443734167
j9xdr4pz,oprmsprop_hw512_nl3_lr0.003_bs64_dp0.1_wd0.0001,0.003,64,0.1,0.0001,rmsprop,3,512,73.0,16187.0,0.24400001764297485,0.00999903492629528
lh61u7z7,oprmsprop_hw512_nl3_lr0.003_bs64_dp0.1_wd1e-05,0.003,64,0.1,1e-05,rmsprop,3,512,63.0,119230.0,0.2574999928474426,0.009997186250984669
2ht71h3p,oprmsprop_hw512_nl3_lr0.003_bs64_dp0.1_wd0,0.003,64,0.1,0.0,rmsprop,3,512,71.0,218773.0,0.24974995851516724,0.009996271692216396
cd03szvg,opsgd_hw512_nl3_lr0.003_bs64_dp0.1_wd0.0001,0.003,64,0.1,0.0001,sgd,3,512,85.0,125702.0,0.3109999895095825,0.009999996982514858
c1yxxhwq,opsgd_hw512_nl3_lr0.003_bs64_dp0.1_wd1e-05,0.003,64,0.1,1e-05,sgd,3,512,83.0,225347.0,0.3050000071525574,0.00999936368316412
5pc8v3op,opsgd_hw512_nl3_lr0.003_bs64_dp0.1_wd0,0.003,64,0.1,0.0,sgd,3,512,84.0,420748.0,0.3050000071525574,0.010926980525255203
jpy73enl,opadam_hw512_nl3_lr0.003_bs64_dp0.1_wd0.0001,0.003,64,0.1,0.0001,adam,3,512,68.0,432729.0,0.25300002098083496,0.010889219120144844
gy0plvlw,opadam_hw512_nl3_lr0.003_bs64_dp0.1_wd1e-05,0.003,64,0.1,1e-05,adam,3,512,59.0,331355.0,0.2592499852180481,0.00999967474490404
q5aqq9vj,opadam_hw512_nl3_lr0.003_bs64_dp0.1_wd0,0.003,64,0.1,0.0,adam,3,512,64.0,428877.0,0.2854999899864197,0.01160786673426628
ik2iekwy,oprmsprop_hw512_nl2_lr0.003_bs64_dp0.1_wd0.0001,0.003,64,0.1,0.0001,rmsprop,2,512,69.0,219972.0,0.28974997997283936,0.009999881498515606
5osqusvd,oprmsprop_hw512_nl2_lr0.003_bs64_dp0.1_wd1e-05,0.003,64,0.1,1e-05,rmsprop,2,512,63.0,121362.0,0.2877500057220459,0.00999815296381712
73lt5abz,oprmsprop_hw512_nl2_lr0.003_bs64_dp0.1_wd0,0.003,64,0.1,0.0,rmsprop,2,512,67.0,130084.0,0.2892500162124634,0.009998658671975136
bwv80pge,opsgd_hw512_nl2_lr0.003_bs64_dp0.1_wd1e-05,0.003,64,0.1,1e-05,sgd,2,512,87.0,218300.0,0.3009999990463257,0.009996583685278893
qi4pdy5k,opsgd_hw512_nl2_lr0.003_bs64_dp0.1_wd0.0001,0.003,64,0.1,0.0001,sgd,2,512,88.0,423641.0,0.3009999990463257,0.01013997569680214
6hyhxpdh,opsgd_hw512_nl2_lr0.003_bs64_dp0.1_wd0,0.003,64,0.1,0.0,sgd,2,512,86.0,419037.0,0.2979999780654907,0.012388158589601517
tu09qwh1,opadam_hw512_nl2_lr0.003_bs64_dp0.1_wd0.0001,0.003,64,0.1,0.0001,adam,2,512,71.0,16067.0,0.28700000047683716,0.009999243542551994
uvct2e7m,opadam_hw512_nl2_lr0.003_bs64_dp0.1_wd1e-05,0.003,64,0.1,1e-05,adam,2,512,59.0,23924.0,0.28974997997283936,0.009999468922615051
x2r1hlxp,opadam_hw512_nl2_lr0.003_bs64_dp0.1_wd0,0.003,64,0.1,0.0,adam,2,512,64.0,430549.0,0.2852500081062317,0.011575140058994291
60zz6txe,oprmsprop_hw2048_nl4_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,rmsprop,4,2048,62.0,420983.0,0.2472500205039978,0.01310848630964756
o7sd1y17,oprmsprop_hw2048_nl4_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,rmsprop,4,2048,70.0,423224.0,0.25325000286102295,0.01420836802572012
x7x7j7xl,oprmsprop_hw2048_nl4_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,rmsprop,4,2048,67.0,137718.0,0.2450000047683716,0.00999954342842102
qnhbl332,opsgd_hw2048_nl4_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,sgd,4,2048,93.0,24092.0,0.38200002908706665,0.009999857284128666
v2far1tv,opsgd_hw2048_nl4_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,sgd,4,2048,93.0,16675.0,0.37699997425079346,0.009997548535466194
8q4w8p4r,opsgd_hw2048_nl4_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,sgd,4,2048,92.0,419161.0,0.37800002098083496,0.01164362207055092
i9qgvlm6,opadam_hw2048_nl4_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,adam,4,2048,68.0,427244.0,0.2737500071525574,0.012577620334923267
ckouyp5v,opadam_hw2048_nl4_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,adam,4,2048,66.0,428998.0,0.2720000147819519,0.013610320165753365
9vvskd58,opadam_hw2048_nl4_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,adam,4,2048,59.0,225004.0,0.26125001907348633,0.009999037720263004
b3wlg1yl,oprmsprop_hw2048_nl3_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,rmsprop,3,2048,78.0,419630.0,0.2799999713897705,0.01230632234364748
dd8286ti,oprmsprop_hw2048_nl3_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,rmsprop,3,2048,81.0,22244.0,0.2760000228881836,0.009998559951782228
5287p7e1,oprmsprop_hw2048_nl3_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,rmsprop,3,2048,75.0,233304.0,0.2680000066757202,0.009998224675655363
ws5lhsm6,opsgd_hw2048_nl3_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,sgd,3,2048,89.0,15037.0,0.36799997091293335,0.009998353198170662
6kijlwdd,opsgd_hw2048_nl3_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,sgd,3,2048,87.0,323326.0,0.3700000047683716,0.009998323395848274
qcnxngeh,opsgd_hw2048_nl3_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,sgd,3,2048,88.0,421921.0,0.3709999918937683,0.010525479912757874
gr93t5vr,opadam_hw2048_nl3_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,adam,3,2048,75.0,131070.0,0.2789999842643738,0.009996923618018627
1iieqhfz,opadam_hw2048_nl3_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,adam,3,2048,74.0,425570.0,0.2799999713897705,0.010725175961852074
2tqamdxj,opadam_hw2048_nl3_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,adam,3,2048,75.0,34333.0,0.28200000524520874,0.009999418631196022
edndktzh,oprmsprop_hw2048_nl2_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,rmsprop,2,2048,93.0,18943.0,0.29600000381469727,0.009999352507293224
m3s0uuyv,oprmsprop_hw2048_nl2_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,rmsprop,2,2048,84.0,415391.0,0.31699997186660767,0.01213664934039116
i7gxdl9y,oprmsprop_hw2048_nl2_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,rmsprop,2,2048,85.0,226896.0,0.3140000104904175,0.009999368339776993
7wykfhsw,opsgd_hw2048_nl2_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,sgd,2,2048,95.0,216657.0,0.36900001764297485,0.009999047964811323
t7ocgxql,opsgd_hw2048_nl2_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,sgd,2,2048,94.0,418367.0,0.3700000047683716,0.010669329203665257
ylzi2tnv,opsgd_hw2048_nl2_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,sgd,2,2048,93.0,321070.0,0.3669999837875366,0.009999684058129787
nanez58x,opadam_hw2048_nl2_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,adam,2,2048,94.0,419847.0,0.3199999928474426,0.011868676170706747
611ndh28,opadam_hw2048_nl2_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,adam,2,2048,90.0,417220.0,0.32499998807907104,0.010762717574834824
tv02qfbd,opadam_hw2048_nl2_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,adam,2,2048,91.0,123942.0,0.3140000104904175,0.009999770671129228
61dvt0of,oprmsprop_hw2048_nl4_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,rmsprop,4,2048,62.0,423407.0,0.2562500238418579,0.01118024904280901
g2aov001,oprmsprop_hw2048_nl4_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,rmsprop,4,2048,68.0,431079.0,0.25,0.01133188046514988
t4cz88t8,oprmsprop_hw2048_nl4_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,rmsprop,4,2048,53.0,10362.0,0.2409999966621399,0.009999549947679045
lo8doefj,opsgd_hw2048_nl4_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,sgd,4,2048,92.0,436071.0,0.37699997425079346,0.010216174647212029
fihlfhbk,opsgd_hw2048_nl4_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,sgd,4,2048,92.0,423269.0,0.38200002908706665,0.010499687865376472
0dda10gc,opsgd_hw2048_nl4_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,sgd,4,2048,90.0,430823.0,0.38099998235702515,0.011912871152162552
f0iqr2vj,opadam_hw2048_nl4_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,adam,4,2048,66.0,428570.0,0.24149996042251587,0.010923475958406923
bpd6ppki,opadam_hw2048_nl4_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,adam,4,2048,53.0,22544.0,0.2527499794960022,0.009996443055570126
suljzwsk,opadam_hw2048_nl4_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,adam,4,2048,63.0,424791.0,0.21500003337860107,0.0099990451708436
yjmujlbx,oprmsprop_hw2048_nl3_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,rmsprop,3,2048,64.0,428173.0,0.24174994230270383,0.010772204957902431
767lgukn,oprmsprop_hw2048_nl3_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,rmsprop,3,2048,58.0,424847.0,0.265250027179718,0.0152991134673357
bbp9mssu,oprmsprop_hw2048_nl3_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,rmsprop,3,2048,65.0,25351.0,0.26875001192092896,0.009998741559684277
jjym4mol,opsgd_hw2048_nl3_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,sgd,3,2048,89.0,218414.0,0.3709999918937683,0.009999300353229046
bq0vvt82,opsgd_hw2048_nl3_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,sgd,3,2048,87.0,122827.0,0.36799997091293335,0.009999564848840237
ieqwir4n,opsgd_hw2048_nl3_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,sgd,3,2048,89.0,123452.0,0.36900001764297485,0.00999792478978634
sdl9tofg,opadam_hw2048_nl3_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,adam,3,2048,67.0,230762.0,0.25550001859664917,0.009999429807066916
jjh34udc,opadam_hw2048_nl3_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,adam,3,2048,65.0,23955.0,0.25099998712539673,0.009998890571296217
fkehkpfq,opadam_hw2048_nl3_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,adam,3,2048,58.0,432415.0,0.25550001859664917,0.011696625500917436
mp7bnizg,oprmsprop_hw2048_nl2_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,rmsprop,2,2048,87.0,22216.0,0.28600001335144043,0.009998822584748268
axqdtglv,oprmsprop_hw2048_nl2_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,rmsprop,2,2048,77.0,125470.0,0.2789999842643738,0.009998206980526447
72bp13tt,oprmsprop_hw2048_nl2_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,rmsprop,2,2048,80.0,422747.0,0.28200000524520874,0.011540962383151054
qzjcmbym,opsgd_hw2048_nl2_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,sgd,2,2048,94.0,419678.0,0.36900001764297485,0.01063429657369852
1vud4zc6,opsgd_hw2048_nl2_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,sgd,2,2048,94.0,415413.0,0.36900001764297485,0.010380621068179607
hzkqluj3,opsgd_hw2048_nl2_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,sgd,2,2048,94.0,419826.0,0.36799997091293335,0.0111341355368495
44d6voue,opadam_hw2048_nl2_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,adam,2,2048,79.0,126182.0,0.29249995946884155,0.009999815374612808
u65bfysh,opadam_hw2048_nl2_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,adam,2,2048,83.0,17418.0,0.2919999957084656,0.00999986194074154
h9ygu7h9,opadam_hw2048_nl2_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,adam,2,2048,83.0,217113.0,0.2919999957084656,0.009999639354646206
pz535fqt,oprmsprop_hw2048_nl4_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,rmsprop,4,2048,66.0,425383.0,0.24625003337860107,0.010264585725963116
7z277l5w,oprmsprop_hw2048_nl4_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,rmsprop,4,2048,50.0,416000.0,0.26100003719329834,0.039659276604652405
jk8q9raq,oprmsprop_hw2048_nl4_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,rmsprop,4,2048,56.0,415424.0,0.26249998807907104,0.016945255920290947
3qco17iu,opsgd_hw2048_nl4_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,sgd,4,2048,92.0,425638.0,0.37400001287460327,0.011224043555557728
n4jjqgmx,opsgd_hw2048_nl4_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,sgd,4,2048,91.0,26489.0,0.375,0.009999883361160755
a3smxaos,opsgd_hw2048_nl4_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,sgd,4,2048,90.0,425455.0,0.3790000081062317,0.010840586386620998
i27g1w7l,opadam_hw2048_nl4_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,adam,4,2048,59.0,123658.0,0.2524999976158142,0.009999833069741726
80l0k5r5,opadam_hw2048_nl4_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,adam,4,2048,54.0,433890.0,0.2690000534057617,0.01102829072624445
j8it1ht1,opadam_hw2048_nl4_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,adam,4,2048,55.0,20478.0,0.2639999985694885,0.009999758563935757
3chtsxuc,oprmsprop_hw2048_nl3_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,rmsprop,3,2048,59.0,30505.0,0.2470000386238098,0.009999857284128666
mw2zjobr,oprmsprop_hw2048_nl3_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,rmsprop,3,2048,48.0,425481.0,0.2747499942779541,0.04466122016310692
6ql01iuf,oprmsprop_hw2048_nl3_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,rmsprop,3,2048,57.0,226917.0,0.26200002431869507,0.009999914094805716
yjbfg4md,opsgd_hw2048_nl3_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,sgd,3,2048,88.0,420518.0,0.36900001764297485,0.010337910614907742
bumqf7wn,opsgd_hw2048_nl3_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,sgd,3,2048,88.0,416710.0,0.36799997091293335,0.011514230631291866
ae6o6c4b,opadam_hw2048_nl3_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,adam,3,2048,59.0,22863.0,0.26649999618530273,0.009997298941016195
g2r9a4vg,opsgd_hw2048_nl3_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,sgd,3,2048,87.0,322805.0,0.36799997091293335,0.00999732967466116
7j7x30tk,opadam_hw2048_nl3_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,adam,3,2048,54.0,436414.0,0.2919999957084656,0.013979735784232616
b2ng527i,opadam_hw2048_nl3_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,adam,3,2048,50.0,416598.0,0.28299999237060547,0.027207832783460617
evjnn792,oprmsprop_hw2048_nl2_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,rmsprop,2,2048,68.0,435978.0,0.2594999670982361,0.01132043357938528
4q48ikmb,oprmsprop_hw2048_nl2_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,rmsprop,2,2048,53.0,13198.0,0.28125,0.009999843314290048
eobueij1,oprmsprop_hw2048_nl2_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,rmsprop,2,2048,58.0,438425.0,0.2684999704360962,0.010929685086011888
dovvgbdc,opsgd_hw2048_nl2_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,sgd,2,2048,95.0,17582.0,0.3669999837875366,0.009996948763728142
4xu8w9i7,opsgd_hw2048_nl2_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,sgd,2,2048,93.0,20002.0,0.36799997091293335,0.009999949485063553
gfb1gzbd,opsgd_hw2048_nl2_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,sgd,2,2048,93.0,119406.0,0.36799997091293335,0.00999914389103651
bruorot3,opadam_hw2048_nl2_lr0.003_bs64_dp0_wd0.0001,0.003,64,0.0,0.0001,adam,2,2048,65.0,28925.0,0.27399998903274536,0.009999915957450868
707xx9px,opadam_hw2048_nl2_lr0.003_bs64_dp0_wd1e-05,0.003,64,0.0,1e-05,adam,2,2048,62.0,429899.0,0.27799999713897705,0.01274293102324009
68xaes5j,oprmsprop_hw1024_nl4_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,rmsprop,4,1024,73.0,20512.0,0.27300000190734863,0.009998679161071776
hku7arhr,opadam_hw2048_nl2_lr0.003_bs64_dp0_wd0,0.003,64,0.0,0.0,adam,2,2048,61.0,431443.0,0.2875000238418579,0.009995324537158012
hvu3et7n,oprmsprop_hw1024_nl4_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,rmsprop,4,1024,63.0,236981.0,0.2670000195503235,0.009998712688684464
c2z17foi,oprmsprop_hw1024_nl4_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,rmsprop,4,1024,69.0,221863.0,0.2710000276565552,0.009997798129916193
tet0bd23,opsgd_hw1024_nl4_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,sgd,4,1024,88.0,427259.0,0.4020000100135803,0.011314470320940018
ict6gag7,opsgd_hw1024_nl4_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,sgd,4,1024,88.0,422808.0,0.3970000147819519,0.012683974578976631
89oaiw1u,opsgd_hw1024_nl4_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,sgd,4,1024,88.0,424601.0,0.4010000228881836,0.0108251441270113
x9duxuyb,opadam_hw1024_nl4_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,adam,4,1024,62.0,418828.0,0.2839999794960022,0.016493335366249084
gsahis2o,opadam_hw1024_nl4_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,adam,4,1024,62.0,430709.0,0.28450000286102295,0.013860701583325865
92ala2ap,opadam_hw1024_nl4_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,adam,4,1024,58.0,409188.0,0.281000018119812,0.02104475349187851
2lbw86qs,oprmsprop_hw1024_nl3_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,rmsprop,3,1024,81.0,324039.0,0.27300000190734863,0.00999961793422699
rdjhg1sx,oprmsprop_hw1024_nl3_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,rmsprop,3,1024,86.0,419911.0,0.28299999237060547,0.011726003140211104
szxpggg4,oprmsprop_hw1024_nl3_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,rmsprop,3,1024,80.0,423497.0,0.28200000524520874,0.010464868508279324
vq7jabfg,opsgd_hw1024_nl3_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,sgd,3,1024,88.0,417154.0,0.3790000081062317,0.011481455527245998
l8vmap36,opsgd_hw1024_nl3_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,sgd,3,1024,86.0,421284.0,0.3840000033378601,0.01236487738788128
z0n6chw8,opsgd_hw1024_nl3_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,sgd,3,1024,87.0,318510.0,0.3830000162124634,0.009999258443713188
e885vxxx,opadam_hw1024_nl3_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,adam,3,1024,81.0,225128.0,0.2900000214576721,0.009999246336519718
fulsdky9,opadam_hw1024_nl3_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,adam,3,1024,81.0,320511.0,0.28600001335144043,0.009999021887779236
8qw9wmyi,opadam_hw1024_nl3_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,adam,3,1024,80.0,423939.0,0.27799999713897705,0.011540820822119713
7dpy1c0c,oprmsprop_hw1024_nl2_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,rmsprop,2,1024,89.0,123682.0,0.32200002670288086,0.009999756701290607
el47vwvc,oprmsprop_hw1024_nl2_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,rmsprop,2,1024,86.0,419860.0,0.3270000219345093,0.0101047083735466
nzvh349p,oprmsprop_hw1024_nl2_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,rmsprop,2,1024,83.0,20013.0,0.33799999952316284,0.00999976322054863
sj4c8iw5,opsgd_hw1024_nl2_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,sgd,2,1024,90.0,418233.0,0.3700000047683716,0.012260796502232552
jk00lf3z,opsgd_hw1024_nl2_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,sgd,2,1024,88.0,426380.0,0.37199997901916504,0.0112783033400774
rva5292k,opsgd_hw1024_nl2_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,sgd,2,1024,89.0,17194.0,0.36799997091293335,0.009999267756938934
ei6q13yx,opadam_hw1024_nl2_lr0.0003_bs64_dp0_wd1e-05,0.0003,64,0.0,1e-05,adam,2,1024,88.0,422914.0,0.33899998664855957,0.010281957685947418
fw0kr075,oprmsprop_hw1024_nl4_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,rmsprop,4,1024,66.0,426869.0,0.22325003147125244,0.011005296371877192
obbq3uj4,opadam_hw1024_nl2_lr0.0003_bs64_dp0_wd0.0001,0.0003,64,0.0,0.0001,adam,2,1024,92.0,422184.0,0.3349999785423279,0.011118080466985704
tc29i8eq,opadam_hw1024_nl2_lr0.0003_bs64_dp0_wd0,0.0003,64,0.0,0.0,adam,2,1024,89.0,13903.0,0.3370000123977661,0.009998186491429806
vi12bocp,oprmsprop_hw1024_nl4_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,rmsprop,4,1024,65.0,135087.0,0.234499990940094,0.009997284039855003
7lxdx5ji,oprmsprop_hw1024_nl4_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,rmsprop,4,1024,62.0,424104.0,0.23725003004074097,0.013357862830162048
rrapnjz4,opsgd_hw1024_nl4_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,sgd,4,1024,89.0,26216.0,0.4010000228881836,0.009999883361160755
2jbmoh03,opsgd_hw1024_nl4_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,sgd,4,1024,88.0,427428.0,0.39899998903274536,0.01077206339687109
4ivk9e8b,opadam_hw1024_nl4_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,adam,4,1024,58.0,432909.0,0.23549997806549072,0.011482397094368936
u2ahwtlc,opadam_hw1024_nl4_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,adam,4,1024,65.0,18797.0,0.24074995517730713,0.009999903850257397
wj7aevgu,opsgd_hw1024_nl4_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,sgd,4,1024,89.0,121965.0,0.3999999761581421,0.009995855391025543
6w7jqfmb,oprmsprop_hw1024_nl3_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,rmsprop,3,1024,73.0,323299.0,0.2634999752044678,0.009996535256505013
twrvzsgk,opadam_hw1024_nl4_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,adam,4,1024,59.0,137236.0,0.2329999804496765,0.00999847799539566
jj5gmo3g,oprmsprop_hw1024_nl3_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,rmsprop,3,1024,66.0,412935.0,0.26200002431869507,0.015414176508784294
1tjd0btm,oprmsprop_hw1024_nl3_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,rmsprop,3,1024,73.0,27467.0,0.27525001764297485,0.009999807924032211
ivwk9yro,opsgd_hw1024_nl3_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,sgd,3,1024,87.0,120560.0,0.3790000081062317,0.009997773915529253
pz3lzhlj,opsgd_hw1024_nl3_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,sgd,3,1024,87.0,30640.0,0.38099998235702515,0.009999793022871016
84lwohvr,opsgd_hw1024_nl3_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,sgd,3,1024,86.0,427374.0,0.38200002908706665,0.01161224115639925
6snqrvyu,opadam_hw1024_nl3_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,adam,3,1024,63.0,225384.0,0.252750039100647,0.009997754357755184
0pkkhh9l,opadam_hw1024_nl3_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,adam,3,1024,63.0,421997.0,0.2852500081062317,0.009999236091971396
ruxzchjb,opadam_hw1024_nl3_lr0.001_bs64_dp0_wd0,0.001,64,0.0,0.0,adam,3,1024,62.0,440365.0,0.2462499737739563,0.011596390046179296
00pk0rhw,oprmsprop_hw1024_nl2_lr0.001_bs64_dp0_wd1e-05,0.001,64,0.0,1e-05,rmsprop,2,1024,82.0,431344.0,0.29600000381469727,0.010939201340079308
fez0pfq1,oprmsprop_hw1024_nl2_lr0.001_bs64_dp0_wd0.0001,0.001,64,0.0,0.0001,rmsprop,2,1024,82.0,422916.0,0.2979999780654907,0.011109162122011185
