run_id,run_name,lr,input_dim,batch_size,output_dim,dropout_prob,weight_decay,optimizer_name,num_hidden_layers,hidden_layer_width,Batch Size,Complexity,Depth,Dist Train (kl mean),Dropout Probability,Epoch,Generalization Gap,KL Loss on Train Data (kl mean),Learning Rate,Optimizer,Weight Decay,Width,_runtime,_step,_timestamp,_wandb
623nzj4t,opadam_hw2048_nl3_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,adam,3,2048,128.0,82.0,3.0,0.01075438130646944,0.0,425013.0,0.2900000214576721,0.01075438130646944,0.0003,adam,0.0,2048.0,1652.015034198761,905926.0,1740876521.4929862,{'runtime': 1643}
e5qux5jg,oprmsprop_hw2048_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,rmsprop,2,2048,128.0,92.0,2.0,0.01097465679049492,0.0,425365.0,0.30400002002716064,0.01097465679049492,0.0003,rmsprop,0.0001,2048.0,2979.5626406669617,1385262.0,1740877835.3676507,{'runtime': 2970}
fc3c9pig,oprmsprop_hw2048_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,rmsprop,2,2048,128.0,86.0,2.0,0.010216125287115574,0.0,427401.0,0.32099997997283936,0.010216125287115574,0.0003,rmsprop,1e-05,2048.0,2202.2691552639008,1190252.0,1740877046.5878963,{'runtime': 2200}
ojgqv365,oprmsprop_hw2048_nl2_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,rmsprop,2,2048,128.0,89.0,2.0,0.00999956764280796,0.0,318789.0,0.3240000009536743,0.00999956764280796,0.0003,rmsprop,0.0,2048.0,6774.023033618927,1135758.0,1740881573.8641405,{'runtime': 6772}
geesn2hd,opsgd_hw2048_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,sgd,2,2048,128.0,95.0,2.0,0.009997562505304812,0.0,15866.0,0.3700000047683716,0.009997562505304812,0.0003,sgd,0.0001,2048.0,2649.7841782569885,1153918.0,1740877443.2609754,{'runtime': 2640}
jf50w8f8,opsgd_hw2048_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,sgd,2,2048,128.0,94.0,2.0,0.010560245253145696,0.0,419002.0,0.36900001764297485,0.010560245253145696,0.0003,sgd,1e-05,2048.0,2355.220906972885,1294966.0,1740877153.3876889,{'runtime': 2351}
wj2g2y4l,opsgd_hw2048_nl2_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,sgd,2,2048,128.0,93.0,2.0,0.009999011643230917,0.0,20338.0,0.3669999837875366,0.009999011643230917,0.0003,sgd,0.0,2048.0,1779.6531810760498,1000772.0,1740876547.808767,{'runtime': 1775}
7420wvoa,opadam_hw2048_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,adam,2,2048,128.0,97.0,2.0,0.009998458437621592,0.0,20032.0,0.3399999737739563,0.009998458437621592,0.0003,adam,0.0001,2048.0,1372.205971240997,530666.0,1740876140.6460423,{'runtime': 1368}
kmb64hy3,opadam_hw2048_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,adam,2,2048,128.0,92.0,2.0,0.011299237608909609,0.0,423248.0,0.3309999704360962,0.011299237608909609,0.0003,adam,1e-05,2048.0,2252.7905402183533,1260922.0,1740877019.7619233,{'runtime': 2248}
ho7jpq2n,opadam_hw2048_nl2_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,adam,2,2048,128.0,92.0,2.0,0.010904587805271149,0.0,417948.0,0.34299999475479126,0.010904587805271149,0.0003,adam,0.0,2048.0,2655.0053186416626,1370732.0,1740877419.8038423,{'runtime': 2642}
nr65tp56,oprmsprop_hw2048_nl4_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,rmsprop,4,2048,128.0,57.0,4.0,0.009997871704399586,0.0,126683.0,0.25300002098083496,0.009997871704399586,0.001,rmsprop,0.0001,2048.0,3417.8704464435577,1330272.0,1740878173.7782435,{'runtime': 3417}
7chx2me3,oprmsprop_hw2048_nl4_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,rmsprop,4,2048,128.0,73.0,4.0,0.009999029338359833,0.0,29813.0,0.26100003719329834,0.009999029338359833,0.001,rmsprop,1e-05,2048.0,1960.0285704135897,725438.0,1740876668.1623714,{'runtime': 1956}
zy3inft7,oprmsprop_hw2048_nl4_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,rmsprop,4,2048,128.0,64.0,4.0,0.0142569150775671,0.0,417684.0,0.23849999904632568,0.0142569150775671,0.001,rmsprop,0.0,2048.0,4678.965991735458,1955998.0,1740879329.7315357,{'runtime': 4678}
vxiphv18,opsgd_hw2048_nl4_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,sgd,4,2048,128.0,91.0,4.0,0.00999914575368166,0.0,425125.0,0.38099998235702515,0.00999914575368166,0.001,sgd,0.0001,2048.0,2548.926700592041,1505514.0,1740877168.2268946,{'runtime': 2547}
oevsqet1,opsgd_hw2048_nl4_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,sgd,4,2048,128.0,92.0,4.0,0.012902585789561272,0.0,418444.0,0.38200002908706665,0.012902585789561272,0.001,sgd,1e-05,2048.0,2957.4429643154144,1529200.0,1740877557.3822303,{'runtime': 2948}
zbtr70rh,opsgd_hw2048_nl4_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,sgd,4,2048,128.0,90.0,4.0,0.01062318030744791,0.0,423438.0,0.38200002908706665,0.01062318030744791,0.001,sgd,0.0,2048.0,3574.682055711746,1456570.0,1740878150.1430888,{'runtime': 3574}
136h21j9,opadam_hw2048_nl4_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,adam,4,2048,128.0,62.0,4.0,0.01606624573469162,0.0,428293.0,0.2552499771118164,0.01606624573469162,0.001,adam,0.0001,2048.0,3384.8753159046173,2195380.0,1740877927.0395088,{'runtime': 3380}
hlqccipe,opadam_hw2048_nl4_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,adam,4,2048,128.0,57.0,4.0,0.009999565780162811,0.0,332071.0,0.2434999942779541,0.009999565780162811,0.001,adam,0.0,2048.0,2316.574596643448,1058112.0,1740876783.079429,{'runtime': 2312}
0ksk5e9n,oprmsprop_hw2048_nl3_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,rmsprop,3,2048,128.0,77.0,3.0,0.00999783631414175,0.0,32058.0,0.2574999928474426,0.00999783631414175,0.001,rmsprop,0.0001,2048.0,2349.0378630161285,1011460.0,1740876799.277786,{'runtime': 2340}
e5rvcn8r,oprmsprop_hw2048_nl3_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,rmsprop,3,2048,128.0,78.0,3.0,0.010844161733984947,0.0,421658.0,0.2639999985694885,0.010844161733984947,0.001,rmsprop,1e-05,2048.0,2858.6640589237213,1442684.0,1740877292.531862,{'runtime': 2850}
r8k0bdgw,oprmsprop_hw2048_nl3_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,rmsprop,3,2048,128.0,81.0,3.0,0.00999998953193426,0.0,322809.0,0.27300000190734863,0.00999998953193426,0.001,rmsprop,0.0,2048.0,3639.890544652939,992468.0,1740878065.8681767,{'runtime': 3639}
rikwznxp,opsgd_hw2048_nl3_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,sgd,3,2048,128.0,88.0,3.0,0.010518989525735378,0.0,424521.0,0.36799997091293335,0.010518989525735378,0.001,sgd,0.0001,2048.0,3208.1914920806885,1300978.0,1740877631.118526,{'runtime': 3203}
98ain0z3,opsgd_hw2048_nl3_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,sgd,3,2048,128.0,89.0,3.0,0.00999891571700573,0.0,22169.0,0.36900001764297485,0.00999891571700573,0.001,sgd,1e-05,2048.0,1787.5450332164764,862240.0,1740876192.4530072,{'runtime': 1778}
d8oqq4zz,opsgd_hw2048_nl3_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,sgd,3,2048,128.0,89.0,3.0,0.009995708242058754,0.0,18137.0,0.36900001764297485,0.009995708242058754,0.001,sgd,0.0,2048.0,1631.1329209804535,896804.0,1740876019.788318,{'runtime': 1622}
4invmi39,opadam_hw2048_nl3_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,adam,3,2048,128.0,67.0,3.0,0.009999561123549938,0.0,129685.0,0.265999972820282,0.009999561123549938,0.001,adam,1e-05,2048.0,2895.3859009742737,887972.0,1740877273.026071,{'runtime': 2891}
i6l8tqpr,opadam_hw2048_nl3_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,adam,3,2048,128.0,68.0,3.0,0.010574975982308388,0.0,428527.0,0.2602500319480896,0.010574975982308388,0.001,adam,0.0001,2048.0,6049.246756315231,1045674.0,1740880426.6214163,{'runtime': 6045}
4syp6c7h,opadam_hw2048_nl3_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,adam,3,2048,128.0,65.0,3.0,0.00999828428030014,0.0,22890.0,0.27799999713897705,0.00999828428030014,0.001,adam,0.0,2048.0,902.4681177139282,422128.0,1740875233.1355677,{'runtime': 893}
5mfzp4c3,oprmsprop_hw2048_nl2_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,rmsprop,2,2048,128.0,92.0,2.0,0.01170732919126749,0.0,421697.0,0.2900000214576721,0.01170732919126749,0.001,rmsprop,0.0001,2048.0,3846.434062242508,1330150.0,1740878149.7469013,{'runtime': 3842}
qliyyado,oprmsprop_hw2048_nl2_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,rmsprop,2,2048,128.0,91.0,2.0,0.009999008849263191,0.0,19466.0,0.29600000381469727,0.009999008849263191,0.001,rmsprop,1e-05,2048.0,3587.043003797531,1142412.0,1740877877.5906928,{'runtime': 3586}
1zwqvoic,oprmsprop_hw2048_nl2_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,rmsprop,2,2048,128.0,88.0,2.0,0.010825108736753464,0.0,428714.0,0.281000018119812,0.010825108736753464,0.001,rmsprop,0.0,2048.0,9556.090988397598,1334044.0,1740883812.2038374,{'runtime': 9551}
q704mt20,opsgd_hw2048_nl2_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,sgd,2,2048,128.0,94.0,2.0,0.010673842392861845,0.0,423158.0,0.36799997091293335,0.010673842392861845,0.001,sgd,0.0001,2048.0,2254.7027246952057,1261380.0,1740876448.6791856,{'runtime': 2245}
hdwmni4k,opsgd_hw2048_nl2_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,sgd,2,2048,128.0,93.0,2.0,0.009999512694776058,0.0,315091.0,0.3669999837875366,0.009999512694776058,0.001,sgd,1e-05,2048.0,3867.123515367508,1141704.0,1740878004.0651505,{'runtime': 3863}
ghwon6fr,opsgd_hw2048_nl2_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,sgd,2,2048,128.0,95.0,2.0,0.009999656118452547,0.0,13113.0,0.36799997091293335,0.009999656118452547,0.001,sgd,0.0,2048.0,4625.508896112442,1150916.0,1740878762.7284122,{'runtime': 4621}
0j1xvcxj,opadam_hw2048_nl2_lr0.001_bs128_dp0_wd1e-05,0.001,40,128,10,0.0,1e-05,adam,2,2048,128.0,88.0,2.0,0.011837424710392952,0.0,419133.0,0.2990000247955322,0.011837424710392952,0.001,adam,1e-05,2048.0,2817.948501110077,1537246.0,1740876922.5253391,{'runtime': 2809}
d0yfch1g,opadam_hw2048_nl2_lr0.001_bs128_dp0_wd0.0001,0.001,40,128,10,0.0,0.0001,adam,2,2048,128.0,93.0,2.0,0.00999896414577961,0.0,422213.0,0.29600000381469727,0.00999896414577961,0.001,adam,0.0001,2048.0,2560.111501932144,1378442.0,1740876680.7741358,{'runtime': 2551}
ed6r3v6a,opadam_hw2048_nl2_lr0.001_bs128_dp0_wd0,0.001,40,128,10,0.0,0.0,adam,2,2048,128.0,86.0,2.0,0.011595778167247772,0.0,419461.0,0.3019999861717224,0.011595778167247772,0.001,adam,0.0,2048.0,2506.1652631759644,1366774.0,1740876591.556652,{'runtime': 2505}
yzghzvfv,oprmsprop_hw2048_nl4_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,rmsprop,4,2048,128.0,68.0,4.0,0.012800756841897964,0.0,424970.0,0.23125004768371585,0.012800756841897964,0.003,rmsprop,0.0001,2048.0,2492.162824869156,1178988.0,1740876541.3906898,{'runtime': 2490}
pltg9kdb,oprmsprop_hw2048_nl4_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,rmsprop,4,2048,128.0,54.0,4.0,0.014036258682608604,0.0,431358.0,0.26850003004074097,0.014036258682608604,0.003,rmsprop,1e-05,2048.0,2282.8278176784515,1199502.0,1740876327.453961,{'runtime': 2274}
2rv7gu8h,oprmsprop_hw2048_nl4_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,rmsprop,4,2048,128.0,57.0,4.0,0.009999922476708887,0.0,18686.0,0.2695000171661377,0.009999922476708887,0.003,rmsprop,0.0,2048.0,1961.004124403,986884.0,1740875991.1953545,{'runtime': 1951}
oiop9vjs,opsgd_hw2048_nl4_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,sgd,4,2048,128.0,93.0,4.0,0.009998737834393978,0.0,319706.0,0.37599998712539673,0.009998737834393978,0.003,sgd,0.0001,2048.0,2990.952713727951,1454846.0,1740876992.2794838,{'runtime': 2982}
izfdfhem,opsgd_hw2048_nl4_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,sgd,4,2048,128.0,90.0,4.0,0.01183775532990694,0.0,423089.0,0.37699997425079346,0.01183775532990694,0.003,sgd,1e-05,2048.0,3055.547738313675,1556200.0,1740877055.4125073,{'runtime': 3046}
yax4w51m,opsgd_hw2048_nl4_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,sgd,4,2048,128.0,90.0,4.0,0.01029675267636776,0.0,425285.0,0.37800002098083496,0.01029675267636776,0.003,sgd,0.0,2048.0,6989.276903390884,1416326.0,1740880961.3957014,{'runtime': 6985}
p0xevkjc,opadam_hw2048_nl4_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,adam,4,2048,128.0,62.0,4.0,0.012666584923863413,0.0,420374.0,0.27950000762939453,0.012666584923863413,0.003,adam,0.0001,2048.0,3874.0407526493073,1882126.0,1740877845.5801206,{'runtime': 3870}
qb9gqkap,opadam_hw2048_nl4_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,adam,4,2048,128.0,57.0,4.0,0.009998267516493796,0.0,320648.0,0.2709999680519104,0.009998267516493796,0.003,adam,1e-05,2048.0,2042.9488933086395,1069174.0,1740876013.1865633,{'runtime': 2034}
fh14pujz,opadam_hw2048_nl4_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,adam,4,2048,128.0,58.0,4.0,0.017234157770872116,0.0,416383.0,0.2747499942779541,0.017234157770872116,0.003,adam,0.0,2048.0,2932.32981467247,1597056.0,1740876913.3635917,{'runtime': 2931}
cbtz86ol,oprmsprop_hw2048_nl3_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,rmsprop,3,2048,128.0,79.0,3.0,0.00999949499964714,0.0,27073.0,0.2464999556541443,0.00999949499964714,0.003,rmsprop,0.0001,2048.0,2481.382315635681,1209856.0,1740876420.895403,{'runtime': 2472}
h4a9jv8i,oprmsprop_hw2048_nl3_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,rmsprop,3,2048,128.0,72.0,3.0,0.012655243277549744,0.0,418904.0,0.27649998664855957,0.012655243277549744,0.003,rmsprop,1e-05,2048.0,4037.894040584564,1400572.0,1740877952.1714425,{'runtime': 4036}
uj4llzbr,oprmsprop_hw2048_nl3_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,rmsprop,3,2048,128.0,79.0,3.0,0.009999362751841543,0.0,120915.0,0.2630000114440918,0.009999362751841543,0.003,rmsprop,0.0,2048.0,2812.057954788208,1358792.0,1740876731.629022,{'runtime': 2811}
uzomhob9,opsgd_hw2048_nl3_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,sgd,3,2048,128.0,88.0,3.0,0.011276173405349256,0.0,424180.0,0.3669999837875366,0.011276173405349256,0.003,sgd,0.0001,2048.0,4602.7057065963745,1375788.0,1740878517.9061005,{'runtime': 4602}
c42ps1ow,opsgd_hw2048_nl3_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,sgd,3,2048,128.0,87.0,3.0,0.009997867047786713,0.0,336117.0,0.36900001764297485,0.009997867047786713,0.003,sgd,1e-05,2048.0,3274.2286581993103,1290582.0,1740877167.62106,{'runtime': 3265}
yqli1cv4,opsgd_hw2048_nl3_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,sgd,3,2048,128.0,89.0,3.0,0.009996567852795124,0.0,17539.0,0.3659999966621399,0.009996567852795124,0.003,sgd,0.0,2048.0,1508.8184649944303,849906.0,1740875400.1072,{'runtime': 1508}
omuonc7k,opadam_hw2048_nl3_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,adam,3,2048,128.0,65.0,3.0,0.009998846799135208,0.0,30945.0,0.26875001192092896,0.009998846799135208,0.003,adam,0.0001,2048.0,1159.5809257030487,459540.0,1740875025.6323886,{'runtime': 1151}
uwa0ta1d,opadam_hw2048_nl3_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,adam,3,2048,128.0,57.0,3.0,0.009998857043683527,0.0,424588.0,0.29249995946884155,0.009998857043683527,0.003,adam,1e-05,2048.0,3363.4182233810425,1520294.0,1740877230.9963684,{'runtime': 3359}
8yh6h5q5,opadam_hw2048_nl3_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,adam,3,2048,128.0,58.0,3.0,0.011710760183632374,0.0,450482.0,0.2919999957084656,0.011710760183632374,0.003,adam,0.0,2048.0,3010.5064940452576,1252192.0,1740876866.211806,{'runtime': 3010}
dqsv86nr,oprmsprop_hw2048_nl2_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,rmsprop,2,2048,128.0,88.0,2.0,0.01067794393748045,0.0,430984.0,0.29100000858306885,0.01067794393748045,0.003,rmsprop,0.0001,2048.0,5940.938777208328,1565846.0,1740879793.0916822,{'runtime': 5937}
hskb0aae,oprmsprop_hw2048_nl2_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,rmsprop,2,2048,128.0,86.0,2.0,0.011148395948112013,0.0,428972.0,0.29500001668930054,0.011148395948112013,0.003,rmsprop,1e-05,2048.0,6377.923800468445,1144774.0,1740880167.5304904,{'runtime': 6368}
i7i0n5sb,oprmsprop_hw2048_nl2_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,rmsprop,2,2048,128.0,87.0,2.0,0.00999995693564415,0.0,22143.0,0.296750009059906,0.00999995693564415,0.003,rmsprop,0.0,2048.0,2567.7825195789337,1241896.0,1740876314.8446467,{'runtime': 2563}
swri3b6g,opsgd_hw2048_nl2_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,sgd,2,2048,128.0,94.0,2.0,0.011084044352173804,0.0,417019.0,0.3709999918937683,0.011084044352173804,0.003,sgd,0.0001,2048.0,6328.993834495544,1234072.0,1740880067.5301986,{'runtime': 6328}
atp6ndj6,opsgd_hw2048_nl2_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,sgd,2,2048,128.0,93.0,2.0,0.009998157620429993,0.0,18704.0,0.3709999918937683,0.009998157620429993,0.003,sgd,1e-05,2048.0,2278.8868494033813,1049142.0,1740875996.0784743,{'runtime': 2274}
u66egr3i,opsgd_hw2048_nl2_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,sgd,2,2048,128.0,92.0,2.0,0.010840329341590405,0.0,420513.0,0.37199997901916504,0.010840329341590405,0.003,sgd,0.0,2048.0,3440.121152639389,1343158.0,1740877158.9321556,{'runtime': 3438}
fydzs0zo,opadam_hw2048_nl2_lr0.003_bs128_dp0_wd0.0001,0.003,40,128,10,0.0,0.0001,adam,2,2048,128.0,76.0,2.0,0.012541612610220907,0.0,427585.0,0.2879999876022339,0.012541612610220907,0.003,adam,0.0001,2048.0,4577.512987136841,1298656.0,1740878281.1478891,{'runtime': 4573}
igc2u082,opadam_hw2048_nl2_lr0.003_bs128_dp0_wd1e-05,0.003,40,128,10,0.0,1e-05,adam,2,2048,128.0,76.0,2.0,0.01208110898733139,0.0,424434.0,0.2940000295639038,0.01208110898733139,0.003,adam,1e-05,2048.0,2874.014723300934,1425002.0,1740876575.1948564,{'runtime': 2865}
d53o3dco,opadam_hw2048_nl2_lr0.003_bs128_dp0_wd0,0.003,40,128,10,0.0,0.0,adam,2,2048,128.0,73.0,2.0,0.00999846588820219,0.0,11949.0,0.2917499542236328,0.00999846588820219,0.003,adam,0.0,2048.0,1519.434222459793,630354.0,1740875174.7091284,{'runtime': 1510}
q2z1ru7d,oprmsprop_hw1024_nl4_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,rmsprop,4,1024,128.0,77.0,4.0,0.009999829344451427,0.0,34855.0,0.28200000524520874,0.009999829344451427,0.0003,rmsprop,0.0001,1024.0,5190.411557435989,1111864.0,1740878834.2254574,{'runtime': 5188}
0e37l62u,oprmsprop_hw1024_nl4_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,rmsprop,4,1024,128.0,73.0,4.0,0.009995736181735992,0.0,433195.0,0.28200000524520874,0.009995736181735992,0.0003,rmsprop,1e-05,1024.0,2172.3382523059845,1202626.0,1740875811.2075765,{'runtime': 2164}
25ayrcka,oprmsprop_hw1024_nl4_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,rmsprop,4,1024,128.0,76.0,4.0,0.01134060975164175,0.0,434229.0,0.25999999046325684,0.01134060975164175,0.0003,rmsprop,0.0,1024.0,3170.8833677768707,1719490.0,1740876798.1644928,{'runtime': 3166}
valxc2ba,opsgd_hw1024_nl4_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,sgd,4,1024,128.0,90.0,4.0,0.011744174174964428,0.0,419767.0,0.4010000228881836,0.011744174174964428,0.0003,sgd,0.0001,1024.0,2446.234015226364,1290798.0,1740876032.8178632,{'runtime': 2445}
uj6l3223,opsgd_hw1024_nl4_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,sgd,4,1024,128.0,89.0,4.0,0.00999769289046526,0.0,23314.0,0.39899998903274536,0.00999769289046526,0.0003,sgd,1e-05,1024.0,2249.804600477218,1130904.0,1740875803.7035196,{'runtime': 2247}
213fa66l,opsgd_hw1024_nl4_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,sgd,4,1024,128.0,89.0,4.0,0.009998629800975324,0.0,21383.0,0.4039999842643738,0.009998629800975324,0.0003,sgd,0.0,1024.0,5311.11819601059,1023010.0,1740878884.52568,{'runtime': 5310}
y9n20082,opadam_hw1024_nl4_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,adam,4,1024,128.0,68.0,4.0,0.011807480826973917,0.0,430035.0,0.3009999990463257,0.011807480826973917,0.0003,adam,0.0001,1024.0,2412.1088893413544,1231632.0,1740875963.7282104,{'runtime': 2408}
mr4v532x,opadam_hw1024_nl4_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,adam,4,1024,128.0,68.0,4.0,0.010712658986449242,0.0,433135.0,0.3100000023841858,0.010712658986449242,0.0003,adam,1e-05,1024.0,2868.93336725235,1359842.0,1740876419.7019703,{'runtime': 2859}
97ni8eze,oprmsprop_hw1024_nl3_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,rmsprop,3,1024,128.0,87.0,3.0,0.009998886846005917,0.0,20012.0,0.281000018119812,0.009998886846005917,0.0003,rmsprop,0.0001,1024.0,2210.7080783843994,1137032.0,1740875744.8920493,{'runtime': 2201}
g68o18w9,opadam_hw1024_nl4_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,adam,4,1024,128.0,71.0,4.0,0.00999927893280983,0.0,29094.0,0.29600000381469727,0.00999927893280983,0.0003,adam,0.0,1024.0,2427.96861243248,1226342.0,1740875962.5061965,{'runtime': 2418}
wxr6o87j,oprmsprop_hw1024_nl3_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,rmsprop,3,1024,128.0,85.0,3.0,0.009999754838645458,0.0,19400.0,0.27799999713897705,0.009999754838645458,0.0003,rmsprop,1e-05,1024.0,1826.443356513977,928074.0,1740875359.5110874,{'runtime': 1817}
6dn87z5c,oprmsprop_hw1024_nl3_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,rmsprop,3,1024,128.0,83.0,3.0,0.009998124092817308,0.0,120609.0,0.28299999237060547,0.009998124092817308,0.0003,rmsprop,0.0,1024.0,1991.048674106598,963944.0,1740875513.066317,{'runtime': 1987}
a3k02awf,opsgd_hw1024_nl3_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,sgd,3,1024,128.0,86.0,3.0,0.010463165119290352,0.0,423875.0,0.37699997425079346,0.010463165119290352,0.0003,sgd,0.0001,1024.0,3142.2005252838135,1440606.0,1740876619.2137852,{'runtime': 3138}
vce73wrl,opsgd_hw1024_nl3_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,sgd,3,1024,128.0,86.0,3.0,0.010155495256185532,0.0,428427.0,0.38099998235702515,0.010155495256185532,0.0003,sgd,1e-05,1024.0,3063.254900932312,1352670.0,1740876540.491838,{'runtime': 3059}
u7bpkhy8,opsgd_hw1024_nl3_lr0.0003_bs128_dp0_wd0,0.0003,40,128,10,0.0,0.0,sgd,3,1024,128.0,86.0,3.0,0.010964348912239076,0.0,425316.0,0.38200002908706665,0.010964348912239076,0.0003,sgd,0.0,1024.0,2295.9368064403534,1312712.0,1740875769.4284415,{'runtime': 2287}
de4dg30g,opadam_hw1024_nl3_lr0.0003_bs128_dp0_wd0.0001,0.0003,40,128,10,0.0,0.0001,adam,3,1024,128.0,83.0,3.0,0.009997970424592497,0.0,134763.0,0.30800002813339233,0.009997970424592497,0.0003,adam,0.0001,1024.0,5503.04460644722,1034852.0,1740878965.0082445,{'runtime': 5499}
nm8qh8sv,opadam_hw1024_nl3_lr0.0003_bs128_dp0_wd1e-05,0.0003,40,128,10,0.0,1e-05,adam,3,1024,128.0,85.0,3.0,0.00999918207526207,0.0,17938.0,0.3100000023841858,0.00999918207526207,0.0003,adam,1e-05,1024.0,2279.695687055588,885202.0,1740875725.926016,{'runtime': 2271}
