run_id,run_name,lr,batch_size,dropout_prob,weight_decay,optimizer_name,num_hidden_layers,hidden_layer_width,Base Test Accuracy,Base Train Accuracy,Epochs Taken Base,Lost Patience,Overall Base Train Loss,Ran out of epochs,Reached Target Base,Complexity,Epochs Taken Dist,Generalization Gap,KL Loss on Train Data (kl mean),max_sigma,noisy_error,noise_trials,pac_bound_inverse_kl,pac_bound_pinsker
nz6qp693,opadam_hw1024_nl3_lr0.0003_bs128_dp0_wd0.0001,0.0003,128.0,0.0,0.0001,adam,3.0,1024.0,0.6919999718666077,1.0,34.0,False,0.0098119508475065,False,True,83.0,134763.0,0.3080000281333923,0.0099979704245924,0.0230865478515625,0.1021099984645843,"[{""sigma"": 0.5, ""noisy_error"": 0.8992499709129333}, {""sigma"": 0.25, ""noisy_error"": 0.8983299732208252}, {""sigma"": 0.125, ""noisy_error"": 0.8759499788284302}, {""sigma"": 0.0625, ""noisy_error"": 0.7057399749755859}, {""sigma"": 0.03125, ""noisy_error"": 0.25117000937461853}, {""sigma"": 0.015625, ""noisy_error"": 0.016829999163746834}, {""sigma"": 0.0234375, ""noisy_error"": 0.10655000060796738}, {""sigma"": 0.01953125, ""noisy_error"": 0.0515500009059906}, {""sigma"": 0.021484375, ""noisy_error"": 0.07683999836444855}, {""sigma"": 0.0224609375, ""noisy_error"": 0.0913499966263771}, {""sigma"": 0.02294921875, ""noisy_error"": 0.0970500037074089}, {""sigma"": 0.023193359375, ""noisy_error"": 0.10153999924659729}, {""sigma"": 0.0230712890625, ""noisy_error"": 0.09949000179767609}, {""sigma"": 0.02313232421875, ""noisy_error"": 0.10140000283718109}, {""sigma"": 0.023101806640625, ""noisy_error"": 0.1001800000667572}, {""sigma"": 0.0230865478515625, ""noisy_error"": 0.10210999846458435}]",1.0,tensor(8.1555)
626t6v8m,opadam_hw1024_nl3_lr0.0003_bs128_dp0_wd1e-05,0.0003,128.0,0.0,1e-05,adam,3.0,1024.0,0.6899999976158142,1.0,32.0,False,0.0096447560936212,False,True,85.0,17938.0,0.3100000023841858,0.009999182075262,0.0230865478515625,0.101510003209114,"[{""sigma"": 0.5, ""noisy_error"": 0.8992000222206116}, {""sigma"": 0.25, ""noisy_error"": 0.8980799913406372}, {""sigma"": 0.125, ""noisy_error"": 0.8748400211334229}, {""sigma"": 0.0625, ""noisy_error"": 0.7038599848747253}, {""sigma"": 0.03125, ""noisy_error"": 0.24778999388217926}, {""sigma"": 0.015625, ""noisy_error"": 0.017190000042319298}, {""sigma"": 0.0234375, ""noisy_error"": 0.1045600026845932}, {""sigma"": 0.01953125, ""noisy_error"": 0.05285000056028366}, {""sigma"": 0.021484375, ""noisy_error"": 0.07774999737739563}, {""sigma"": 0.0224609375, ""noisy_error"": 0.09175000339746475}, {""sigma"": 0.02294921875, ""noisy_error"": 0.09780000150203705}, {""sigma"": 0.023193359375, ""noisy_error"": 0.10121999680995941}, {""sigma"": 0.0230712890625, ""noisy_error"": 0.09887000173330307}, {""sigma"": 0.02313232421875, ""noisy_error"": 0.10155999660491943}, {""sigma"": 0.023101806640625, ""noisy_error"": 0.1003900021314621}, {""sigma"": 0.0230865478515625, ""noisy_error"": 0.10151000320911407}]",1.0,tensor(8.0240)
6od8thmx,opadam_hw1024_nl3_lr0.0003_bs128_dp0_wd0,0.0003,128.0,0.0,0.0,adam,3.0,1024.0,0.703000009059906,1.0,32.0,False,0.0091324402019381,False,True,83.0,19354.0,0.296999990940094,0.0099999131634831,0.0230865478515625,0.1010499969124794,"[{""sigma"": 0.5, ""noisy_error"": 0.8991000056266785}, {""sigma"": 0.25, ""noisy_error"": 0.8975399732589722}, {""sigma"": 0.125, ""noisy_error"": 0.8744500279426575}, {""sigma"": 0.0625, ""noisy_error"": 0.7029399871826172}, {""sigma"": 0.03125, ""noisy_error"": 0.24623000621795654}, {""sigma"": 0.015625, ""noisy_error"": 0.016990000382065773}, {""sigma"": 0.0234375, ""noisy_error"": 0.10372000187635422}, {""sigma"": 0.01953125, ""noisy_error"": 0.05184999853372574}, {""sigma"": 0.021484375, ""noisy_error"": 0.07673999667167664}, {""sigma"": 0.0224609375, ""noisy_error"": 0.09041000157594681}, {""sigma"": 0.02294921875, ""noisy_error"": 0.09656000137329102}, {""sigma"": 0.023193359375, ""noisy_error"": 0.10078000277280807}, {""sigma"": 0.0230712890625, ""noisy_error"": 0.09860000014305115}, {""sigma"": 0.02313232421875, ""noisy_error"": 0.10075999796390533}, {""sigma"": 0.023101806640625, ""noisy_error"": 0.10001999884843826}, {""sigma"": 0.0230865478515625, ""noisy_error"": 0.1010499969124794}]",1.0,tensor(7.8659)
3ftxfjbs,oprmsprop_hw1024_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,128.0,0.0,0.0001,rmsprop,2.0,1024.0,0.675000011920929,1.0,73.0,False,0.0097920494154095,False,True,89.0,17582.0,0.324999988079071,0.0099983150139451,0.0361175537109375,0.0998599976301193,"[{""sigma"": 0.5, ""noisy_error"": 0.8969600200653076}, {""sigma"": 0.25, ""noisy_error"": 0.8841300010681152}, {""sigma"": 0.125, ""noisy_error"": 0.8001400232315063}, {""sigma"": 0.0625, ""noisy_error"": 0.4335399866104126}, {""sigma"": 0.03125, ""noisy_error"": 0.05493000149726868}, {""sigma"": 0.046875, ""noisy_error"": 0.23305000364780426}, {""sigma"": 0.0390625, ""noisy_error"": 0.13229000568389893}, {""sigma"": 0.03515625, ""noisy_error"": 0.0906900018453598}, {""sigma"": 0.037109375, ""noisy_error"": 0.11144000291824341}, {""sigma"": 0.0361328125, ""noisy_error"": 0.10021000355482101}, {""sigma"": 0.03564453125, ""noisy_error"": 0.09444999694824219}, {""sigma"": 0.035888671875, ""noisy_error"": 0.09718000143766403}, {""sigma"": 0.0360107421875, ""noisy_error"": 0.09707999974489212}, {""sigma"": 0.03607177734375, ""noisy_error"": 0.09698999673128128}, {""sigma"": 0.036102294921875, ""noisy_error"": 0.09777999669313431}, {""sigma"": 0.0361175537109375, ""noisy_error"": 0.09985999763011932}]",1.0,tensor(6.2908)
achvlsfp,oprmsprop_hw1024_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,128.0,0.0,1e-05,rmsprop,2.0,1024.0,0.6660000085830688,1.0,64.0,False,0.0087550114840269,False,True,86.0,418971.0,0.3339999914169311,0.0120222559198737,0.0368499755859375,0.1000100001692771,"[{""sigma"": 0.5, ""noisy_error"": 0.8968600034713745}, {""sigma"": 0.25, ""noisy_error"": 0.8832399845123291}, {""sigma"": 0.125, ""noisy_error"": 0.792639970779419}, {""sigma"": 0.0625, ""noisy_error"": 0.41839998960494995}, {""sigma"": 0.03125, ""noisy_error"": 0.05063999816775322}, {""sigma"": 0.046875, ""noisy_error"": 0.21838000416755676}, {""sigma"": 0.0390625, ""noisy_error"": 0.12473999708890915}, {""sigma"": 0.03515625, ""noisy_error"": 0.08508999645709991}, {""sigma"": 0.037109375, ""noisy_error"": 0.10445000231266022}, {""sigma"": 0.0361328125, ""noisy_error"": 0.09431999921798706}, {""sigma"": 0.03662109375, ""noisy_error"": 0.09765999764204025}, {""sigma"": 0.036865234375, ""noisy_error"": 0.10023999959230423}, {""sigma"": 0.0367431640625, ""noisy_error"": 0.09877999871969223}, {""sigma"": 0.03680419921875, ""noisy_error"": 0.09814999997615814}, {""sigma"": 0.036834716796875, ""noisy_error"": 0.09798000007867813}, {""sigma"": 0.0368499755859375, ""noisy_error"": 0.10001000016927719}]",1.0,tensor(6.7653)
eh5fk8sh,oprmsprop_hw1024_nl2_lr0.0003_bs128_dp0_wd0,0.0003,128.0,0.0,0.0,rmsprop,2.0,1024.0,0.6620000004768372,1.0,67.0,False,0.0089021259918808,False,True,83.0,19048.0,0.3379999995231628,0.0099970092996954,0.0366058349609375,0.0994099974632263,"[{""sigma"": 0.5, ""noisy_error"": 0.8974400162696838}, {""sigma"": 0.25, ""noisy_error"": 0.8831800222396851}, {""sigma"": 0.125, ""noisy_error"": 0.7883300185203552}, {""sigma"": 0.0625, ""noisy_error"": 0.4147300124168396}, {""sigma"": 0.03125, ""noisy_error"": 0.05327000096440315}, {""sigma"": 0.046875, ""noisy_error"": 0.22005000710487366}, {""sigma"": 0.0390625, ""noisy_error"": 0.12553000450134277}, {""sigma"": 0.03515625, ""noisy_error"": 0.08722999691963196}, {""sigma"": 0.037109375, ""noisy_error"": 0.10582000017166138}, {""sigma"": 0.0361328125, ""noisy_error"": 0.09573999792337418}, {""sigma"": 0.03662109375, ""noisy_error"": 0.10072000324726105}, {""sigma"": 0.036376953125, ""noisy_error"": 0.09871000051498413}, {""sigma"": 0.0364990234375, ""noisy_error"": 0.09828999638557434}, {""sigma"": 0.03656005859375, ""noisy_error"": 0.09764000028371811}, {""sigma"": 0.036590576171875, ""noisy_error"": 0.09793999791145325}, {""sigma"": 0.0366058349609375, ""noisy_error"": 0.09940999746322632}]",1.0,tensor(6.7301)
13e789ot,opsgd_hw1024_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,128.0,0.0,0.0001,sgd,2.0,1024.0,0.6320000290870667,1.0,54177.0,False,0.0099998591467738,False,True,91.0,320002.0,0.3679999709129333,0.0099990405142307,0.0242156982421875,0.100610002875328,"[{""sigma"": 0.5, ""noisy_error"": 0.8977100253105164}, {""sigma"": 0.25, ""noisy_error"": 0.8877900242805481}, {""sigma"": 0.125, ""noisy_error"": 0.8234699964523315}, {""sigma"": 0.0625, ""noisy_error"": 0.584850013256073}, {""sigma"": 0.03125, ""noisy_error"": 0.19853000342845917}, {""sigma"": 0.015625, ""noisy_error"": 0.015949999913573265}, {""sigma"": 0.0234375, ""noisy_error"": 0.0910400003194809}, {""sigma"": 0.02734375, ""noisy_error"": 0.14059999585151672}, {""sigma"": 0.025390625, ""noisy_error"": 0.11866000294685364}, {""sigma"": 0.0244140625, ""noisy_error"": 0.10324999690055847}, {""sigma"": 0.02392578125, ""noisy_error"": 0.095210000872612}, {""sigma"": 0.024169921875, ""noisy_error"": 0.09973999857902527}, {""sigma"": 0.0242919921875, ""noisy_error"": 0.1005299985408783}, {""sigma"": 0.02423095703125, ""noisy_error"": 0.10056000202894211}, {""sigma"": 0.024200439453125, ""noisy_error"": 0.09963999688625336}, {""sigma"": 0.0242156982421875, ""noisy_error"": 0.10061000287532806}]",1.0,tensor(5.8294)
zwfs6m7n,opsgd_hw1024_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,128.0,0.0,1e-05,sgd,2.0,1024.0,0.6320000290870667,1.0,48044.0,False,0.0099998069927096,False,True,90.0,421914.0,0.3679999709129333,0.011050971224904,0.0242767333984375,0.1006300002336502,"[{""sigma"": 0.5, ""noisy_error"": 0.8977599740028381}, {""sigma"": 0.25, ""noisy_error"": 0.8871200084686279}, {""sigma"": 0.125, ""noisy_error"": 0.8217399716377258}, {""sigma"": 0.0625, ""noisy_error"": 0.5789999961853027}, {""sigma"": 0.03125, ""noisy_error"": 0.195700004696846}, {""sigma"": 0.015625, ""noisy_error"": 0.016270000487565994}, {""sigma"": 0.0234375, ""noisy_error"": 0.090829998254776}, {""sigma"": 0.02734375, ""noisy_error"": 0.1394300013780594}, {""sigma"": 0.025390625, ""noisy_error"": 0.11807999759912491}, {""sigma"": 0.0244140625, ""noisy_error"": 0.10272999852895737}, {""sigma"": 0.02392578125, ""noisy_error"": 0.09452000260353088}, {""sigma"": 0.024169921875, ""noisy_error"": 0.098860003054142}, {""sigma"": 0.0242919921875, ""noisy_error"": 0.10006000101566315}, {""sigma"": 0.02423095703125, ""noisy_error"": 0.09968999773263931}, {""sigma"": 0.024261474609375, ""noisy_error"": 0.09995000064373016}, {""sigma"": 0.0242767333984375, ""noisy_error"": 0.10063000023365021}]",1.0,tensor(5.8248)
fgrzuj0n,opsgd_hw1024_nl2_lr0.0003_bs128_dp0_wd0,0.0003,128.0,0.0,0.0,sgd,2.0,1024.0,0.6299999952316284,1.0,47499.0,False,0.0099999867379665,False,True,88.0,427129.0,0.3700000047683716,0.0120894042775034,0.0242767333984375,0.1005299985408783,"[{""sigma"": 0.5, ""noisy_error"": 0.8978599905967712}, {""sigma"": 0.25, ""noisy_error"": 0.8870900273323059}, {""sigma"": 0.125, ""noisy_error"": 0.8216800093650818}, {""sigma"": 0.0625, ""noisy_error"": 0.5783900022506714}, {""sigma"": 0.03125, ""noisy_error"": 0.19569000601768494}, {""sigma"": 0.015625, ""noisy_error"": 0.016349999234080315}, {""sigma"": 0.0234375, ""noisy_error"": 0.09075000137090683}, {""sigma"": 0.02734375, ""noisy_error"": 0.1390800029039383}, {""sigma"": 0.025390625, ""noisy_error"": 0.11794000118970871}, {""sigma"": 0.0244140625, ""noisy_error"": 0.10273999720811844}, {""sigma"": 0.02392578125, ""noisy_error"": 0.09465000033378601}, {""sigma"": 0.024169921875, ""noisy_error"": 0.0987899973988533}, {""sigma"": 0.0242919921875, ""noisy_error"": 0.1001100018620491}, {""sigma"": 0.02423095703125, ""noisy_error"": 0.09957999736070633}, {""sigma"": 0.024261474609375, ""noisy_error"": 0.09993000328540802}, {""sigma"": 0.0242767333984375, ""noisy_error"": 0.1005299985408783}]",1.0,tensor(5.8268)
wo7as0x0,opadam_hw1024_nl2_lr0.0003_bs128_dp0_wd0.0001,0.0003,128.0,0.0,0.0001,adam,2.0,1024.0,0.6629999876022339,1.0,91.0,False,0.0095698116347193,False,True,92.0,420010.0,0.3370000123977661,0.0121972998604178,0.0324554443359375,0.0998999997973442,"[{""sigma"": 0.5, ""noisy_error"": 0.8980299830436707}, {""sigma"": 0.25, ""noisy_error"": 0.8875899910926819}, {""sigma"": 0.125, ""noisy_error"": 0.8160200119018555}, {""sigma"": 0.0625, ""noisy_error"": 0.5008599758148193}, {""sigma"": 0.03125, ""noisy_error"": 0.08760000020265579}, {""sigma"": 0.046875, ""noisy_error"": 0.29927000403404236}, {""sigma"": 0.0390625, ""noisy_error"": 0.18669000267982483}, {""sigma"": 0.03515625, ""noisy_error"": 0.134660005569458}, {""sigma"": 0.033203125, ""noisy_error"": 0.11246000230312347}, {""sigma"": 0.0322265625, ""noisy_error"": 0.09798000007867813}, {""sigma"": 0.03271484375, ""noisy_error"": 0.10312999784946442}, {""sigma"": 0.032470703125, ""noisy_error"": 0.10040000081062317}, {""sigma"": 0.0323486328125, ""noisy_error"": 0.09752999991178513}, {""sigma"": 0.03240966796875, ""noisy_error"": 0.09864000231027603}, {""sigma"": 0.032440185546875, ""noisy_error"": 0.0979899987578392}, {""sigma"": 0.0324554443359375, ""noisy_error"": 0.09989999979734421}]",1.0,tensor(6.3894)
v14wwr9i,opadam_hw1024_nl2_lr0.0003_bs128_dp0_wd1e-05,0.0003,128.0,0.0,1e-05,adam,2.0,1024.0,0.6620000004768372,1.0,77.0,False,0.0096969045698642,False,True,90.0,419684.0,0.3379999995231628,0.0106811104342341,0.0324554443359375,0.1003699973225593,"[{""sigma"": 0.5, ""noisy_error"": 0.8977400064468384}, {""sigma"": 0.25, ""noisy_error"": 0.886900007724762}, {""sigma"": 0.125, ""noisy_error"": 0.8106099963188171}, {""sigma"": 0.0625, ""noisy_error"": 0.48941999673843384}, {""sigma"": 0.03125, ""noisy_error"": 0.08766999840736389}, {""sigma"": 0.046875, ""noisy_error"": 0.29100000858306885}, {""sigma"": 0.0390625, ""noisy_error"": 0.18273000419139862}, {""sigma"": 0.03515625, ""noisy_error"": 0.13249999284744263}, {""sigma"": 0.033203125, ""noisy_error"": 0.11072000116109848}, {""sigma"": 0.0322265625, ""noisy_error"": 0.09759999811649323}, {""sigma"": 0.03271484375, ""noisy_error"": 0.10226999968290329}, {""sigma"": 0.032470703125, ""noisy_error"": 0.10040999948978424}, {""sigma"": 0.0323486328125, ""noisy_error"": 0.09701000154018402}, {""sigma"": 0.03240966796875, ""noisy_error"": 0.09820999950170517}, {""sigma"": 0.032440185546875, ""noisy_error"": 0.09847000241279602}, {""sigma"": 0.0324554443359375, ""noisy_error"": 0.10036999732255936}]",1.0,tensor(6.8898)
2di2oygi,opadam_hw1024_nl2_lr0.0003_bs128_dp0_wd0,0.0003,128.0,0.0,0.0,adam,2.0,1024.0,0.6600000262260437,1.0,77.0,False,0.0094110136851668,False,True,89.0,15977.0,0.3399999737739563,0.0099968323484063,0.0326995849609375,0.1014200001955032,"[{""sigma"": 0.5, ""noisy_error"": 0.8977500200271606}, {""sigma"": 0.25, ""noisy_error"": 0.88646000623703}, {""sigma"": 0.125, ""noisy_error"": 0.8094099760055542}, {""sigma"": 0.0625, ""noisy_error"": 0.4850800037384033}, {""sigma"": 0.03125, ""noisy_error"": 0.08569999784231186}, {""sigma"": 0.046875, ""noisy_error"": 0.2874299883842468}, {""sigma"": 0.0390625, ""noisy_error"": 0.18092000484466553}, {""sigma"": 0.03515625, ""noisy_error"": 0.13120000064373016}, {""sigma"": 0.033203125, ""noisy_error"": 0.10927999764680862}, {""sigma"": 0.0322265625, ""noisy_error"": 0.0967399999499321}, {""sigma"": 0.03271484375, ""noisy_error"": 0.10120999813079834}, {""sigma"": 0.032470703125, ""noisy_error"": 0.09841000288724899}, {""sigma"": 0.0325927734375, ""noisy_error"": 0.09863000363111496}, {""sigma"": 0.03265380859375, ""noisy_error"": 0.09925000369548798}, {""sigma"": 0.032684326171875, ""noisy_error"": 0.09927000105381012}, {""sigma"": 0.0326995849609375, ""noisy_error"": 0.10142000019550323}]",1.0,tensor(6.8958)
0r5zkp3e,oprmsprop_hw1024_nl4_lr0.001_bs128_dp0_wd0.0001,0.001,128.0,0.0,0.0001,rmsprop,4.0,1024.0,0.7329999804496765,0.9987499713897704,25.0,False,0.0078225657343864,False,True,69.0,327502.0,0.265749990940094,0.0099995471537113,0.0300140380859375,0.1011499986052513,"[{""sigma"": 0.5, ""noisy_error"": 0.8993300199508667}, {""sigma"": 0.25, ""noisy_error"": 0.899370014667511}, {""sigma"": 0.125, ""noisy_error"": 0.8829900026321411}, {""sigma"": 0.0625, ""noisy_error"": 0.6624600291252136}, {""sigma"": 0.03125, ""noisy_error"": 0.1179800033569336}, {""sigma"": 0.015625, ""noisy_error"": 0.00761000020429492}, {""sigma"": 0.0234375, ""noisy_error"": 0.038750000298023224}, {""sigma"": 0.02734375, ""noisy_error"": 0.07046999782323837}, {""sigma"": 0.029296875, ""noisy_error"": 0.09223999828100204}, {""sigma"": 0.0302734375, ""noisy_error"": 0.10441000014543533}, {""sigma"": 0.02978515625, ""noisy_error"": 0.09775000065565109}, {""sigma"": 0.030029296875, ""noisy_error"": 0.10142000019550323}, {""sigma"": 0.0299072265625, ""noisy_error"": 0.09907999634742737}, {""sigma"": 0.02996826171875, ""noisy_error"": 0.1005999967455864}, {""sigma"": 0.029998779296875, ""noisy_error"": 0.10014999657869339}, {""sigma"": 0.0300140380859375, ""noisy_error"": 0.10114999860525131}]",1.0,tensor(10.5337)
bh6002mo,oprmsprop_hw1024_nl4_lr0.001_bs128_dp0_wd1e-05,0.001,128.0,0.0,1e-05,rmsprop,4.0,1024.0,0.7459999918937683,0.9994999766349792,25.0,False,0.0042919181287288,False,True,67.0,29404.0,0.2534999847412109,0.009999063797295,0.0322723388671875,0.0999699980020523,"[{""sigma"": 0.5, ""noisy_error"": 0.8996000289916992}, {""sigma"": 0.25, ""noisy_error"": 0.898580014705658}, {""sigma"": 0.125, ""noisy_error"": 0.874809980392456}, {""sigma"": 0.0625, ""noisy_error"": 0.5855600237846375}, {""sigma"": 0.03125, ""noisy_error"": 0.08769000321626663}, {""sigma"": 0.046875, ""noisy_error"": 0.3384700119495392}, {""sigma"": 0.0390625, ""noisy_error"": 0.20090000331401825}, {""sigma"": 0.03515625, ""noisy_error"": 0.13916000723838806}, {""sigma"": 0.033203125, ""noisy_error"": 0.1134599968791008}, {""sigma"": 0.0322265625, ""noisy_error"": 0.09971000254154205}, {""sigma"": 0.03271484375, ""noisy_error"": 0.10488999634981155}, {""sigma"": 0.032470703125, ""noisy_error"": 0.10249000042676926}, {""sigma"": 0.0323486328125, ""noisy_error"": 0.10147000104188919}, {""sigma"": 0.03228759765625, ""noisy_error"": 0.10090000182390213}, {""sigma"": 0.032257080078125, ""noisy_error"": 0.09773000329732895}, {""sigma"": 0.0322723388671875, ""noisy_error"": 0.09996999800205231}]",1.0,tensor(10.4727)
rhv6x85m,oprmsprop_hw1024_nl4_lr0.001_bs128_dp0_wd0,0.001,128.0,0.0,0.0,rmsprop,4.0,1024.0,0.7379999756813049,1.0,20.0,False,0.0095706237480044,False,True,81.0,129834.0,0.262000024318695,0.009998177178204,0.0321197509765625,0.1018799990415573,"[{""sigma"": 0.5, ""noisy_error"": 0.898140013217926}, {""sigma"": 0.25, ""noisy_error"": 0.8982700109481812}, {""sigma"": 0.125, ""noisy_error"": 0.8672900199890137}, {""sigma"": 0.0625, ""noisy_error"": 0.544950008392334}, {""sigma"": 0.03125, ""noisy_error"": 0.09221000224351883}, {""sigma"": 0.046875, ""noisy_error"": 0.3199000060558319}, {""sigma"": 0.0390625, ""noisy_error"": 0.19300000369548798}, {""sigma"": 0.03515625, ""noisy_error"": 0.14103999733924866}, {""sigma"": 0.033203125, ""noisy_error"": 0.1168299987912178}, {""sigma"": 0.0322265625, ""noisy_error"": 0.10356000065803528}, {""sigma"": 0.03173828125, ""noisy_error"": 0.097850002348423}, {""sigma"": 0.031982421875, ""noisy_error"": 0.0995199978351593}, {""sigma"": 0.0321044921875, ""noisy_error"": 0.09949000179767609}, {""sigma"": 0.03216552734375, ""noisy_error"": 0.10309000313282013}, {""sigma"": 0.032135009765625, ""noisy_error"": 0.10102000087499619}, {""sigma"": 0.0321197509765625, ""noisy_error"": 0.10187999904155731}]",1.0,tensor(9.8509)
jpmp5w1w,opsgd_hw1024_nl4_lr0.001_bs128_dp0_wd0.0001,0.001,128.0,0.0,0.0001,sgd,4.0,1024.0,0.6010000109672546,1.0,4331.0,False,0.0099991587921977,False,True,89.0,221113.0,0.4010000228881836,0.009997284039855,0.0098724365234375,0.0981099978089332,"[{""sigma"": 0.5, ""noisy_error"": 0.8982399702072144}, {""sigma"": 0.25, ""noisy_error"": 0.9004600048065186}, {""sigma"": 0.125, ""noisy_error"": 0.8960099816322327}, {""sigma"": 0.0625, ""noisy_error"": 0.851140022277832}, {""sigma"": 0.03125, ""noisy_error"": 0.617900013923645}, {""sigma"": 0.015625, ""noisy_error"": 0.26357999444007874}, {""sigma"": 0.0078125, ""noisy_error"": 0.04747999832034111}, {""sigma"": 0.01171875, ""noisy_error"": 0.15049999952316284}, {""sigma"": 0.009765625, ""noisy_error"": 0.09640999883413315}, {""sigma"": 0.0107421875, ""noisy_error"": 0.12219999730587006}, {""sigma"": 0.01025390625, ""noisy_error"": 0.10803999751806259}, {""sigma"": 0.010009765625, ""noisy_error"": 0.10081999748945236}, {""sigma"": 0.0098876953125, ""noisy_error"": 0.10006999969482422}, {""sigma"": 0.00982666015625, ""noisy_error"": 0.09915000200271606}, {""sigma"": 0.009857177734375, ""noisy_error"": 0.09917999804019928}, {""sigma"": 0.0098724365234375, ""noisy_error"": 0.09810999780893326}]",1.0,tensor(8.8830)
46sbvl8v,opsgd_hw1024_nl4_lr0.001_bs128_dp0_wd1e-05,0.001,128.0,0.0,1e-05,sgd,4.0,1024.0,0.597000002861023,1.0,4267.0,False,0.0099919028580188,False,True,87.0,226955.0,0.4010000228881836,0.0099998461082577,0.0100250244140625,0.1008699983358383,"[{""sigma"": 0.5, ""noisy_error"": 0.8982800245285034}, {""sigma"": 0.25, ""noisy_error"": 0.9006100296974182}, {""sigma"": 0.125, ""noisy_error"": 0.896120011806488}, {""sigma"": 0.0625, ""noisy_error"": 0.8502100110054016}, {""sigma"": 0.03125, ""noisy_error"": 0.6151000261306763}, {""sigma"": 0.015625, ""noisy_error"": 0.26124998927116394}, {""sigma"": 0.0078125, ""noisy_error"": 0.04676999896764755}, {""sigma"": 0.01171875, ""noisy_error"": 0.14922000467777252}, {""sigma"": 0.009765625, ""noisy_error"": 0.09557999670505524}, {""sigma"": 0.0107421875, ""noisy_error"": 0.12123999744653702}, {""sigma"": 0.01025390625, ""noisy_error"": 0.10690999776124954}, {""sigma"": 0.010009765625, ""noisy_error"": 0.09983000159263611}, {""sigma"": 0.0101318359375, ""noisy_error"": 0.10603000223636627}, {""sigma"": 0.01007080078125, ""noisy_error"": 0.10471999645233154}, {""sigma"": 0.010040283203125, ""noisy_error"": 0.10334999859333038}, {""sigma"": 0.0100250244140625, ""noisy_error"": 0.10086999833583832}]",1.0,tensor(8.7557)
14tv90yt,opsgd_hw1024_nl4_lr0.001_bs128_dp0_wd0,0.001,128.0,0.0,0.0,sgd,4.0,1024.0,0.597000002861023,1.0,4261.0,False,0.0099956067278981,False,True,89.0,19960.0,0.3999999761581421,0.0099990861490368,0.0100250244140625,0.1005899980664253,"[{""sigma"": 0.5, ""noisy_error"": 0.8983500003814697}, {""sigma"": 0.25, ""noisy_error"": 0.9006500244140625}, {""sigma"": 0.125, ""noisy_error"": 0.8960800170898438}, {""sigma"": 0.0625, ""noisy_error"": 0.8500999808311462}, {""sigma"": 0.03125, ""noisy_error"": 0.6145200133323669}, {""sigma"": 0.015625, ""noisy_error"": 0.2605299949645996}, {""sigma"": 0.0078125, ""noisy_error"": 0.04670000076293945}, {""sigma"": 0.01171875, ""noisy_error"": 0.14865000545978546}, {""sigma"": 0.009765625, ""noisy_error"": 0.09522999823093414}, {""sigma"": 0.0107421875, ""noisy_error"": 0.1208299994468689}, {""sigma"": 0.01025390625, ""noisy_error"": 0.10698000341653824}, {""sigma"": 0.010009765625, ""noisy_error"": 0.09978000074625015}, {""sigma"": 0.0101318359375, ""noisy_error"": 0.1058799996972084}, {""sigma"": 0.01007080078125, ""noisy_error"": 0.10452999919652939}, {""sigma"": 0.010040283203125, ""noisy_error"": 0.10320000350475311}, {""sigma"": 0.0100250244140625, ""noisy_error"": 0.10058999806642532}]",1.0,tensor(8.7571)
1lwqqak5,opadam_hw1024_nl4_lr0.001_bs128_dp0_wd0.0001,0.001,128.0,0.0,0.0001,adam,4.0,1024.0,0.7480000257492065,0.999750018119812,31.0,False,0.0028219823725521,False,True,61.0,336807.0,0.2517499923706054,0.0099988058209419,0.0382232666015625,0.1013500019907951,"[{""sigma"": 0.5, ""noisy_error"": 0.899940013885498}, {""sigma"": 0.25, ""noisy_error"": 0.8982300162315369}, {""sigma"": 0.125, ""noisy_error"": 0.869629979133606}, {""sigma"": 0.0625, ""noisy_error"": 0.4686700105667114}, {""sigma"": 0.03125, ""noisy_error"": 0.045239999890327454}, {""sigma"": 0.046875, ""noisy_error"": 0.2107899934053421}, {""sigma"": 0.0390625, ""noisy_error"": 0.11190000176429749}, {""sigma"": 0.03515625, ""noisy_error"": 0.07434999942779541}, {""sigma"": 0.037109375, ""noisy_error"": 0.09085000306367874}, {""sigma"": 0.0380859375, ""noisy_error"": 0.10012999922037125}, {""sigma"": 0.03857421875, ""noisy_error"": 0.10723999887704849}, {""sigma"": 0.038330078125, ""noisy_error"": 0.10329999774694443}, {""sigma"": 0.0382080078125, ""noisy_error"": 0.10012999922037125}, {""sigma"": 0.03826904296875, ""noisy_error"": 0.10055000334978104}, {""sigma"": 0.038238525390625, ""noisy_error"": 0.10329999774694443}, {""sigma"": 0.0382232666015625, ""noisy_error"": 0.10135000199079514}]",1.0,tensor(8.7396)
